,Method,YY_MM,Quantity of Units Issued,Quantity of Units,Rolling_Issuance,Rolling_Retirement,Balance,Retirement_Ratio
1029,IFM,14_06,0.0,1664.0,2067533.0,1321515.0,746018.0,0.6391748039813633
1030,IFM,14_07,0.0,48585.0,2067533.0,1370100.0,697433.0,0.6626738243113894
1031,IFM,14_08,42189.0,37918.0,2109722.0,1408018.0,701704.0,0.6673950406736053
1032,IFM,14_09,14574.0,17240.0,2124296.0,1425258.0,699038.0,0.6709319228582081
1033,IFM,14_10,0.0,26109.0,2124296.0,1451367.0,672929.0,0.6832225829168816
1034,IFM,14_11,0.0,26059.0,2124296.0,1477426.0,646870.0,0.6954897057660514
1035,IFM,14_12,23057.0,38271.0,2147353.0,1515697.0,631656.0,0.7058443581469838
1036,IFM,15_01,160000.0,280045.0,2307353.0,1795742.0,511611.0,0.7782692981958114
1037,IFM,15_02,0.0,1185.0,2307353.0,1796927.0,510426.0,0.7787828737085309
1038,IFM,15_03,24854.0,14451.0,2332207.0,1811378.0,520829.0,0.7766797715640164
1039,IFM,15_04,145673.0,22493.0,2477880.0,1833871.0,644009.0,0.7400967762764944
1040,IFM,15_05,0.0,1300.0,2477880.0,1835171.0,642709.0,0.7406214183091998
1041,IFM,15_06,40060.0,42885.0,2517940.0,1878056.0,639884.0,0.7458700366172347
1042,IFM,15_07,26466.0,1578.0,2544406.0,1879634.0,664772.0,0.7387319476530082
1043,IFM,15_08,127772.0,29778.0,2672178.0,1909412.0,762766.0,0.7145526982109724
1044,IFM,15_09,2000.0,65952.0,2674178.0,1975364.0,698814.0,0.7386808207980172
1045,IFM,15_10,18000.0,39967.0,2692178.0,2015331.0,676847.0,0.7485875748186042
1046,IFM,15_11,95241.0,3297.0,2787419.0,2018628.0,768791.0,0.7241925236213141
1047,IFM,15_12,0.0,46777.0,2787419.0,2065405.0,722014.0,0.7409739978094431
1048,IFM,16_01,0.0,184892.0,2787419.0,2250297.0,537122.0,0.8073048938821182
1049,IFM,16_02,0.0,33268.0,2787419.0,2283565.0,503854.0,0.8192399492146678
1050,IFM,16_03,26774.0,3177.0,2814193.0,2286742.0,527451.0,0.8125746883742515
1051,IFM,16_04,0.0,24581.0,2814193.0,2311323.0,502870.0,0.8213093416123202
1052,IFM,16_05,25000.0,2181.0,2839193.0,2313504.0,525689.0,0.814845626908773
1053,IFM,16_06,104401.0,24740.0,2943594.0,2338244.0,605350.0,0.7943500360443729
1054,IFM,16_07,0.0,80696.0,2943594.0,2418940.0,524654.0,0.8217641427452291
1055,IFM,16_08,1416.0,2071.0,2945010.0,2421011.0,523999.0,0.8220722510280101
1056,IFM,16_09,13500.0,802.0,2958510.0,2421813.0,536697.0,0.8185921291460905
1057,IFM,16_10,0.0,10305.0,2958510.0,2432118.0,526392.0,0.8220753014186195
1058,IFM,16_11,2000.0,52778.0,2960510.0,2484896.0,475614.0,0.8393472746249802
1059,IFM,16_12,400.0,21788.0,2960910.0,2506684.0,454226.0,0.846592432731829
1060,IFM,17_01,0.0,20890.0,2960910.0,2527574.0,433336.0,0.8536476961474682
1061,IFM,17_02,19000.0,15214.0,2979910.0,2542788.0,437122.0,0.8533103348758855
1062,IFM,17_03,0.0,15689.0,2979910.0,2558477.0,421433.0,0.8585752589843317
1063,IFM,17_04,0.0,1131.0,2979910.0,2559608.0,420302.0,0.8589548006483417
1064,IFM,17_05,7500.0,24058.0,2987410.0,2583666.0,403744.0,0.8648514934341118
1065,IFM,17_06,100000.0,27396.0,3087410.0,2611062.0,476348.0,0.8457127495214435
1066,IFM,17_07,20667.0,13724.0,3108077.0,2624786.0,483291.0,0.8445048176090876
1067,IFM,17_08,66000.0,2869.0,3174077.0,2627655.0,546422.0,0.8278485367557246
1068,IFM,17_09,14418.0,67334.0,3188495.0,2694989.0,493506.0,0.8452229029683284
1069,IFM,17_10,40000.0,44798.0,3228495.0,2739787.0,488708.0,0.8486266820918106
1070,IFM,17_11,0.0,40952.0,3228495.0,2780739.0,447756.0,0.8613112301552271
1071,IFM,17_12,30000.0,2188.0,3258495.0,2782927.0,475568.0,0.8540528679651188
1072,IFM,18_01,0.0,1939.0,3258495.0,2784866.0,473629.0,0.8546479279544698
1073,IFM,18_02,4000.0,31764.0,3262495.0,2816630.0,445865.0,0.8633361890209793
1074,IFM,18_03,197797.0,38624.0,3460292.0,2855254.0,605038.0,0.8251482822836916
1075,IFM,18_04,10000.0,2017.0,3470292.0,2857271.0,613021.0,0.8233517525326399
1076,IFM,18_05,0.0,12595.0,3470292.0,2869866.0,600426.0,0.8269811301181572
1077,IFM,18_06,380000.0,62339.0,3850292.0,2932205.0,918087.0,0.7615539288968214
1078,IFM,18_07,0.0,75290.0,3850292.0,3007495.0,842797.0,0.7811082899686569
1079,IFM,18_08,11373.0,1666.0,3861665.0,3009161.0,852504.0,0.7792392659642926
1080,IFM,18_09,10000.0,122116.0,3871665.0,3131277.0,740388.0,0.8087675457458225
1081,IFM,18_10,32393.0,33729.0,3904058.0,3165006.0,739052.0,0.8106964599398881
1082,IFM,18_11,0.0,1115.0,3904058.0,3166121.0,737937.0,0.8109820602050481
1083,IFM,18_12,0.0,32308.0,3904058.0,3198429.0,705629.0,0.8192575520138277
1084,IFM,19_01,0.0,56317.0,3904058.0,3254746.0,649312.0,0.8336827987698954
1085,IFM,19_02,288709.0,5426.0,4192767.0,3260172.0,932595.0,0.7775705160816234
1086,IFM,19_03,265027.0,4248.0,4457794.0,3264420.0,1193374.0,0.7322949422965709
1087,IFM,19_04,45623.0,5811.0,4503417.0,3270231.0,1233186.0,0.7261665974969673
1088,IFM,19_05,0.0,21734.0,4503417.0,3291965.0,1211452.0,0.7309927106461604
1089,IFM,19_06,0.0,26414.0,4503417.0,3318379.0,1185038.0,0.7368580346878826
1090,IFM,19_07,0.0,1951.0,4503417.0,3320330.0,1183087.0,0.7372912612800459
1091,IFM,19_08,33668.0,221208.0,4537085.0,3541538.0,995547.0,0.7805756339147272
1092,IFM,19_09,12000.0,205874.0,4549085.0,3747412.0,801673.0,0.8237726927503003
1093,IFM,19_10,0.0,12469.0,4549085.0,3759881.0,789204.0,0.8265136835209718
1094,IFM,19_11,131000.0,48808.0,4680085.0,3808689.0,871396.0,0.8138076552028435
1095,IFM,19_12,188237.0,83156.0,4868322.0,3891845.0,976477.0,0.7994222650021917
1096,IFM,20_01,12000.0,6395.0,4880322.0,3898240.0,982082.0,0.798766966605892
1097,IFM,20_02,40000.0,85460.0,4920322.0,3983700.0,936622.0,0.8096421331774628
1098,IFM,20_03,630201.0,113695.0,5550523.0,4097395.0,1453128.0,0.7381998056759697
1099,IFM,20_04,240950.0,58283.0,5791473.0,4155678.0,1635795.0,0.7175511307745025
1100,IFM,20_05,1000.0,65064.0,5792473.0,4220742.0,1571731.0,0.7286597624192638
1101,IFM,20_06,0.0,9677.0,5792473.0,4230419.0,1562054.0,0.7303303787518733
1102,IFM,20_07,0.0,7335.0,5792473.0,4237754.0,1554719.0,0.7315966772741107
1103,IFM,20_08,223572.0,16373.0,6016045.0,4254127.0,1761918.0,0.7071301827030881
1104,IFM,20_09,15000.0,1168.0,6031045.0,4255295.0,1775750.0,0.7055651217989586
1105,IFM,20_10,251653.0,178920.0,6282698.0,4434215.0,1848483.0,0.7057819745593374
1106,IFM,20_11,167580.0,163838.0,6450278.0,4598053.0,1852225.0,0.7128457099058366
1107,IFM,20_12,599359.0,494256.0,7049637.0,5092309.0,1957328.0,0.7223505267008784
1108,IFM,21_01,20000.0,73147.0,7069637.0,5165456.0,1904181.0,0.7306536389350684
1109,IFM,21_02,314637.0,183897.0,7384274.0,5349353.0,2034921.0,0.7244250416493212
1110,IFM,21_03,1027937.0,141540.0,8412211.0,5490893.0,2921318.0,0.6527288723499683
1111,IFM,21_04,0.0,47879.0,8412211.0,5538772.0,2873439.0,0.6584204794672887
1112,IFM,21_05,473575.0,108177.0,8885786.0,5646949.0,3238837.0,0.635503600919491
1113,IFM,21_06,81838.0,1198.0,8967624.0,5648147.0,3319477.0,0.6298376247710653
1114,IFM,21_07,17500.0,35786.0,8985124.0,5683933.0,3301191.0,0.6325937182391695
1115,IFM,21_08,100000.0,33653.0,9085124.0,5717586.0,3367538.0,0.6293349435846995
1116,IFM,21_09,86409.0,12928.0,9171533.0,5730514.0,3441019.0,0.624815284424098
1117,IFM,21_10,123160.0,384173.0,9294693.0,6114687.0,3180006.0,0.6578686353599844
1118,IFM,21_11,277035.0,290491.0,9571728.0,6405178.0,3166550.0,0.6691767672462068
1119,IFM,21_12,2341.0,209560.0,9574069.0,6614738.0,2959331.0,0.6909014338626555
1120,IFM,22_01,453178.0,50605.0,10027247.0,6665343.0,3361904.0,0.6647231288907115
1121,IFM,22_02,216751.0,83873.0,10243998.0,6749216.0,3494782.0,0.6588458920042741
1122,IFM,22_03,100000.0,284060.0,10343998.0,7033276.0,3310722.0,0.6799378731511743
1123,IFM,22_04,0.0,157985.0,10343998.0,7191261.0,3152737.0,0.6952109812859593
1124,IFM,22_05,0.0,48800.0,10343998.0,7240061.0,3103937.0,0.6999286929483165
1125,IFM,22_06,332185.0,51639.0,10676183.0,7291700.0,3384483.0,0.6829875433944884
1126,IFM,22_07,80000.0,19801.0,10756183.0,7311501.0,3444682.0,0.6797486617697003
1127,IFM,22_08,0.0,80147.0,10756183.0,7391648.0,3364535.0,0.6871999109721357
1128,IFM,22_09,20000.0,76711.0,10776183.0,7468359.0,3307824.0,0.6930430747139317
1129,IFM,22_10,1000.0,112316.0,10777183.0,7580675.0,3196508.0,0.7034004154889084
1130,IFM,22_11,0.0,134695.0,10777183.0,7715370.0,3061813.0,0.7158985794339764
1131,IFM,22_12,0.0,10147.0,10777183.0,7725517.0,3051666.0,0.7168401056194369
1132,IFM,23_01,357652.0,29387.0,11134835.0,7754904.0,3379931.0,0.6964543255468088
1133,IFM,23_02,46051.0,201164.0,11180886.0,7956068.0,3224818.0,0.7115775976966405
1134,IFM,23_03,85265.0,15124.0,11266151.0,7971192.0,3294959.0,0.7075346318365519
1135,LFG,09_05,27092.0,0.0,27092.0,0.0,27092.0,0.0
1136,LFG,09_06,88836.0,0.0,115928.0,0.0,115928.0,0.0
1137,LFG,09_07,0.0,2713.0,115928.0,2713.0,113215.0,0.02340245669726037
1138,LFG,09_08,0.0,470.0,115928.0,3183.0,112745.0,0.027456697260368503
1139,LFG,09_09,56520.0,28001.0,172448.0,31184.0,141264.0,0.1808313230655038
1140,LFG,09_10,0.0,100.0,172448.0,31284.0,141164.0,0.18141120801632957
1141,LFG,09_11,137697.0,100.0,310145.0,31384.0,278761.0,0.1011913782263135
1142,LFG,09_12,80901.0,59190.0,391046.0,90574.0,300472.0,0.23161980943418423
1143,LFG,10_01,75196.0,100.0,466242.0,90674.0,375568.0,0.19447840391899485
1144,LFG,10_02,0.0,1043.0,466242.0,91717.0,374525.0,0.19671543962148413
1145,LFG,10_03,70188.0,3500.0,536430.0,95217.0,441213.0,0.17750125831888597
1146,LFG,10_04,292467.0,9110.0,828897.0,104327.0,724570.0,0.12586244129246457
1147,LFG,10_05,0.0,846.0,828897.0,105173.0,723724.0,0.12688307473666813
1148,LFG,10_06,49668.0,47944.0,878565.0,153117.0,725448.0,0.17428078742039577
1149,LFG,10_08,0.0,14645.0,878565.0,167762.0,710803.0,0.19095001508141116
1150,LFG,10_09,19722.0,2631.0,898287.0,170393.0,727894.0,0.1896865923696992
1151,LFG,10_10,20000.0,6881.0,918287.0,177274.0,741013.0,0.19304857849452295
1152,LFG,10_11,77823.0,33740.0,996110.0,211014.0,785096.0,0.21183805001455663
1153,LFG,10_12,25232.0,32527.0,1021342.0,243541.0,777801.0,0.23845195830583682
1154,LFG,11_01,0.0,39923.0,1021342.0,283464.0,737878.0,0.27754072582935
1155,LFG,11_02,104588.0,62260.0,1125930.0,345724.0,780206.0,0.3070563889406979
1156,LFG,11_03,0.0,10631.0,1125930.0,356355.0,769575.0,0.3164983613546135
1157,LFG,11_04,64559.0,50614.0,1190489.0,406969.0,783520.0,0.341850281690969
1158,LFG,11_05,170824.0,15534.0,1361313.0,422503.0,938810.0,0.3103643320823352
1159,LFG,11_06,23850.0,21009.0,1385163.0,443512.0,941651.0,0.3201875880311559
1160,LFG,11_07,74620.0,6299.0,1459783.0,449811.0,1009972.0,0.3081355242525773
1161,LFG,11_08,35000.0,12571.0,1494783.0,462382.0,1032401.0,0.30933051820899754
1162,LFG,11_09,33972.0,4573.0,1528755.0,466955.0,1061800.0,0.3054478971450625
1163,LFG,11_10,12425.0,18454.0,1541180.0,485409.0,1055771.0,0.3149593168870606
1164,LFG,11_11,0.0,35404.0,1541180.0,520813.0,1020367.0,0.3379313253481099
1165,LFG,11_12,210927.0,288403.0,1752107.0,809216.0,942891.0,0.46185307175874535
1166,LFG,12_01,31411.0,19075.0,1783518.0,828291.0,955227.0,0.4644141522541404
1167,LFG,12_02,0.0,2211.0,1783518.0,830502.0,953016.0,0.46565383696716267
1168,LFG,12_03,124884.0,1750.0,1908402.0,832252.0,1076150.0,0.4360988932101308
1169,LFG,12_04,5050.0,16689.0,1913452.0,848941.0,1064511.0,0.44366986995231655
1170,LFG,12_05,29077.0,992.0,1942529.0,849933.0,1092596.0,0.4375394138259969
1171,LFG,12_06,80000.0,49617.0,2022529.0,899550.0,1122979.0,0.4447649452739615
1172,LFG,12_07,27405.0,107.0,2049934.0,899657.0,1150277.0,0.438871202682623
1173,LFG,12_08,18575.0,7520.0,2068509.0,907177.0,1161332.0,0.4385656528446335
1174,LFG,12_09,0.0,6172.0,2068509.0,913349.0,1155160.0,0.441549444551607
1175,LFG,12_10,365793.0,66.0,2434302.0,913415.0,1520887.0,0.37522665634748686
1176,LFG,12_11,5000.0,63840.0,2439302.0,977255.0,1462047.0,0.400628950412864
1177,LFG,12_12,547138.0,51455.0,2986440.0,1028710.0,1957730.0,0.3444602938615877
1178,LFG,13_01,34662.0,153649.0,3021102.0,1182359.0,1838743.0,0.3913667926471864
1179,LFG,13_02,154463.0,1602.0,3175565.0,1183961.0,1991604.0,0.37283475538998573
1180,LFG,13_03,23212.0,88100.0,3198777.0,1272061.0,1926716.0,0.3976710474034295
1181,LFG,13_04,63840.0,291286.0,3262617.0,1563347.0,1699270.0,0.4791696359088425
1182,LFG,13_05,36219.0,8402.0,3298836.0,1571749.0,1727087.0,0.47645563465416285
1183,LFG,13_06,290560.0,50246.0,3589396.0,1621995.0,1967401.0,0.45188521968598616
1184,LFG,13_07,9000.0,150.0,3598396.0,1622145.0,1976251.0,0.45079668830223246
1185,LFG,13_08,0.0,33219.0,3598396.0,1655364.0,1943032.0,0.4600283014987789
1186,LFG,13_09,15000.0,160940.0,3613396.0,1816304.0,1797092.0,0.5026584409790679
1187,LFG,13_10,0.0,17357.0,3613396.0,1833661.0,1779735.0,0.5074619554568611
1188,LFG,13_11,79502.0,90636.0,3692898.0,1924297.0,1768601.0,0.5210804630942961
1189,LFG,13_12,198227.0,49690.0,3891125.0,1973987.0,1917138.0,0.5073049567927014
1190,LFG,14_01,24000.0,113804.0,3915125.0,2087791.0,1827334.0,0.5332629226397625
1191,LFG,14_02,3402.0,169383.0,3918527.0,2257174.0,1661353.0,0.5760261445180804
1192,LFG,14_03,46954.0,7902.0,3965481.0,2265076.0,1700405.0,0.5711982985166238
1193,LFG,14_04,103909.0,38981.0,4069390.0,2304057.0,1765333.0,0.5661922302851288
1194,LFG,14_05,193850.0,4554.0,4263240.0,2308611.0,1954629.0,0.5415156078475526
1195,LFG,14_06,35000.0,233564.0,4298240.0,2542175.0,1756065.0,0.5914455684187017
1196,LFG,14_07,21325.0,77711.0,4319565.0,2619886.0,1699679.0,0.6065161654009142
1197,LFG,14_08,0.0,7687.0,4319565.0,2627573.0,1691992.0,0.6082957427426141
1198,LFG,14_09,75440.0,3364.0,4395005.0,2630937.0,1764068.0,0.59861979679204
1199,LFG,14_10,23173.0,12704.0,4418178.0,2643641.0,1774537.0,0.5983554759450616
1200,LFG,14_11,6000.0,22850.0,4424178.0,2666491.0,1757687.0,0.6027087969787834
1201,LFG,14_12,33645.0,58783.0,4457823.0,2725274.0,1732549.0,0.6113463903793399
1202,LFG,15_01,354831.0,304405.0,4812654.0,3029679.0,1782975.0,0.6295235435582944
1203,LFG,15_02,0.0,46461.0,4812654.0,3076140.0,1736514.0,0.6391774683989333
1204,LFG,15_03,14935.0,9105.0,4827589.0,3085245.0,1742344.0,0.6390860945287596
1205,LFG,15_04,212481.0,33320.0,5040070.0,3118565.0,1921505.0,0.6187543030156327
1206,LFG,15_05,95206.0,96399.0,5135276.0,3214964.0,1920312.0,0.6260547631714439
1207,LFG,15_06,260399.0,112062.0,5395675.0,3327026.0,2068649.0,0.6166097846886627
1208,LFG,15_07,0.0,46937.0,5395675.0,3373963.0,2021712.0,0.6253087889837694
1209,LFG,15_08,0.0,303479.0,5395675.0,3677442.0,1718233.0,0.6815536517673878
1210,LFG,15_09,0.0,86604.0,5395675.0,3764046.0,1631629.0,0.6976042849133797
1211,LFG,15_10,5000.0,35604.0,5400675.0,3799650.0,1601025.0,0.7035509450207613
1212,LFG,15_11,60276.0,4867.0,5460951.0,3804517.0,1656434.0,0.6966766411198343
1213,LFG,15_12,261931.0,23206.0,5722882.0,3827723.0,1895159.0,0.6688453475014862
1214,LFG,16_01,5000.0,116059.0,5727882.0,3943782.0,1784100.0,0.6885236113453455
1215,LFG,16_02,113625.0,124625.0,5841507.0,4068407.0,1773100.0,0.6964653128036995
1216,LFG,16_03,74360.0,227781.0,5915867.0,4296188.0,1619679.0,0.7262144331507114
1217,LFG,16_04,16762.0,65810.0,5932629.0,4361998.0,1570631.0,0.7352554828559144
1218,LFG,16_05,33344.0,33596.0,5965973.0,4395594.0,1570379.0,0.7367773873599495
1219,LFG,16_06,0.0,11228.0,5965973.0,4406822.0,1559151.0,0.7386593938658456
1220,LFG,16_07,0.0,4339.0,5965973.0,4411161.0,1554812.0,0.7393866851224435
1221,LFG,16_08,0.0,21542.0,5965973.0,4432703.0,1533270.0,0.7429974959658718
1222,LFG,16_09,128162.0,50064.0,6094135.0,4482767.0,1611368.0,0.7355870849595554
1223,LFG,16_10,0.0,4424.0,6094135.0,4487191.0,1606944.0,0.7363130288383831
1224,LFG,16_11,0.0,16700.0,6094135.0,4503891.0,1590244.0,0.7390533685256399
1225,LFG,16_12,0.0,40927.0,6094135.0,4544818.0,1549317.0,0.7457691698657808
1226,LFG,17_01,14891.0,77586.0,6109026.0,4622404.0,1486622.0,0.7566515513274947
1227,LFG,17_02,50362.0,144.0,6159388.0,4622548.0,1536840.0,0.7504881978534231
1228,LFG,17_03,26052.0,58943.0,6185440.0,4681491.0,1503949.0,0.7568565857885615
1229,LFG,17_04,55079.0,103022.0,6240519.0,4784513.0,1456006.0,0.7666851106454448
1230,LFG,17_05,0.0,18444.0,6240519.0,4802957.0,1437562.0,0.769640634056238
1231,LFG,17_06,76465.0,6745.0,6316984.0,4809702.0,1507282.0,0.7613921453655732
1232,LFG,17_07,72996.0,8396.0,6389980.0,4818098.0,1571882.0,0.7540083067552638
1233,LFG,17_08,0.0,9029.0,6389980.0,4827127.0,1562853.0,0.7554213002231619
1234,LFG,17_09,5787.0,0.0,6395767.0,4827127.0,1568640.0,0.7547377820361498
1235,LFG,17_10,0.0,4350.0,6395767.0,4831477.0,1564290.0,0.7554179193832421
1236,LFG,17_11,0.0,14184.0,6395767.0,4845661.0,1550106.0,0.7576356361950021
1237,LFG,17_12,30505.0,0.0,6426272.0,4845661.0,1580611.0,0.7540392003326345
1238,LFG,18_01,31462.0,138100.0,6457734.0,4983761.0,1473973.0,0.7717507410494145
1239,LFG,18_02,0.0,6667.0,6457734.0,4990428.0,1467306.0,0.7727831465340629
1240,LFG,18_03,32415.0,33.0,6490149.0,4990461.0,1499688.0,0.7689285715936568
1241,LFG,18_04,79147.0,72994.0,6569296.0,5063455.0,1505841.0,0.7707758944032967
1242,LFG,18_05,25116.0,19936.0,6594412.0,5083391.0,1511021.0,0.7708634219396665
1243,LFG,18_06,0.0,1633.0,6594412.0,5085024.0,1509388.0,0.7711110558454644
1244,LFG,18_07,0.0,9374.0,6594412.0,5094398.0,1500014.0,0.7725325624179987
1245,LFG,18_09,0.0,9363.0,6594412.0,5103761.0,1490651.0,0.7739524009115597
1246,LFG,18_10,0.0,13198.0,6594412.0,5116959.0,1477453.0,0.7759537923927107
1247,LFG,18_11,0.0,38551.0,6594412.0,5155510.0,1438902.0,0.7817998026207643
1248,LFG,18_12,0.0,320.0,6594412.0,5155830.0,1438582.0,0.7818483285545398
1249,LFG,19_01,6000.0,0.0,6600412.0,5155830.0,1444582.0,0.7811376017133476
1250,LFG,19_02,82964.0,2000.0,6683376.0,5157830.0,1525546.0,0.7717402103368118
1251,LFG,19_03,232884.0,35028.0,6916260.0,5192858.0,1723402.0,0.7508187951291594
1252,LFG,19_04,307992.0,6399.0,7224252.0,5199257.0,2024995.0,0.7196948556058121
1253,LFG,19_05,21634.0,1302.0,7245886.0,5200559.0,2045327.0,0.7177257550008377
1254,LFG,19_06,243416.0,256017.0,7489302.0,5456576.0,2032726.0,0.7285827170542729
1255,LFG,19_07,0.0,1522.0,7489302.0,5458098.0,2031204.0,0.7287859402651943
1256,LFG,19_08,859503.0,0.0,8348805.0,5458098.0,2890707.0,0.6537579929103626
1257,LFG,19_09,202450.0,1.0,8551255.0,5458099.0,3093156.0,0.6382804629262021
1258,LFG,19_10,225488.0,145336.0,8776743.0,5603435.0,3173308.0,0.638441275994979
1259,LFG,19_11,56788.0,252734.0,8833531.0,5856169.0,2977362.0,0.6629476932836937
1260,LFG,19_12,97800.0,35000.0,8931331.0,5891169.0,3040162.0,0.6596070619261564
1261,LFG,20_01,0.0,42940.0,8931331.0,5934109.0,2997222.0,0.6644148559716352
1262,LFG,20_02,84910.0,16842.0,9016241.0,5950951.0,3065290.0,0.6600257246894798
1263,LFG,20_03,139865.0,88106.0,9156106.0,6039057.0,3117049.0,0.6595660862816572
1264,LFG,20_04,0.0,123885.0,9156106.0,6162942.0,2993164.0,0.6730964014614946
1265,LFG,20_05,98866.0,182328.0,9254972.0,6345270.0,2909702.0,0.685606612316061
1266,LFG,20_06,779.0,359219.0,9255751.0,6704489.0,2551262.0,0.7243592659309871
1267,LFG,20_07,0.0,17915.0,9255751.0,6722404.0,2533347.0,0.7262948192966729
1268,LFG,20_08,69513.0,4841.0,9325264.0,6727245.0,2598019.0,0.7213999517868878
1269,LFG,20_09,100000.0,91001.0,9425264.0,6818246.0,2607018.0,0.7234010633548301
1270,LFG,20_10,99199.0,174661.0,9524463.0,6992907.0,2531556.0,0.7342048575337004
1271,LFG,20_11,103063.0,87823.0,9627526.0,7080730.0,2546796.0,0.7354672425709368
1272,LFG,20_12,389800.0,51036.0,10017326.0,7131766.0,2885560.0,0.711943087406759
1273,LFG,21_01,248607.0,4470.0,10265933.0,7136236.0,3129697.0,0.6951375973328484
1274,LFG,21_02,0.0,175112.0,10265933.0,7311348.0,2954585.0,0.7121951799217859
1275,LFG,21_03,122687.0,91540.0,10388620.0,7402888.0,2985732.0,0.7125958982039963
1276,LFG,21_04,16247.0,132198.0,10404867.0,7535086.0,2869781.0,0.7241885936648685
1277,LFG,21_05,272793.0,78927.0,10677660.0,7614013.0,3063647.0,0.7130788019097817
1278,LFG,21_06,537670.0,18934.0,11215330.0,7632947.0,3582383.0,0.6805815789637933
1279,LFG,21_07,235115.0,409493.0,11450445.0,8042440.0,3408005.0,0.7023692092316063
1280,LFG,21_08,274453.0,58174.0,11724898.0,8100614.0,3624284.0,0.6908899335414261
1281,LFG,21_09,1243273.0,139635.0,12968171.0,8240249.0,4727922.0,0.6354210628468733
1282,LFG,21_10,0.0,98008.0,12968171.0,8338257.0,4629914.0,0.6429786436344801
1283,LFG,21_11,405049.0,104841.0,13373220.0,8443098.0,4930122.0,0.6313436853652299
1284,LFG,21_12,327133.0,291566.0,13700353.0,8734664.0,4965689.0,0.6375502879378363
1285,LFG,22_01,269039.0,128796.0,13969392.0,8863460.0,5105932.0,0.6344914653407965
1286,LFG,22_02,35233.0,47103.0,14004625.0,8910563.0,5094062.0,0.6362585931433365
1287,LFG,22_03,156901.0,255725.0,14161526.0,9166288.0,4995238.0,0.647266968263166
1288,LFG,22_04,138969.0,24836.0,14300495.0,9191124.0,5109371.0,0.64271369627415
1289,LFG,22_05,908177.0,56486.0,15208672.0,9247610.0,5961062.0,0.6080484870736906
1290,LFG,22_06,356214.0,312664.0,15564886.0,9560274.0,6004612.0,0.6142206245519563
1291,LFG,22_07,113066.0,272147.0,15677952.0,9832421.0,5845531.0,0.6271495792307566
1292,LFG,22_08,27711.0,39220.0,15705663.0,9871641.0,5834022.0,0.6285402278146424
1293,LFG,22_09,100000.0,102554.0,15805663.0,9974195.0,5831468.0,0.6310519843425739
1294,LFG,22_10,322036.0,347945.0,16127699.0,10322140.0,5805559.0,0.6400255857949729
1295,LFG,22_11,36506.0,41056.0,16164205.0,10363196.0,5801009.0,0.6411200550846763
1296,LFG,22_12,32504.0,300748.0,16196709.0,10663944.0,5532765.0,0.6584019012751294
1297,LFG,23_01,752708.0,88149.0,16949417.0,10752093.0,6197324.0,0.6343635890249204
1298,LFG,23_02,905576.0,54949.0,17854993.0,10807042.0,7047951.0,0.6052672213313105
1299,LFG,23_03,79519.0,164963.0,17934512.0,10972005.0,6962507.0,0.6117816308578677
1300,Livestock,11_06,8803.0,0.0,8803.0,0.0,8803.0,0.0
1301,Livestock,11_07,392545.0,0.0,401348.0,0.0,401348.0,0.0
1302,Livestock,11_11,0.0,2535.0,401348.0,2535.0,398813.0,0.006316214357614838
1303,Livestock,12_02,0.0,20000.0,401348.0,22535.0,378813.0,0.05614828029540449
1304,Livestock,12_10,8781.0,0.0,410129.0,22535.0,387594.0,0.05494612670647528
1305,Livestock,12_11,0.0,2720.0,410129.0,25255.0,384874.0,0.061578186375506244
1306,Livestock,12_12,0.0,2000.0,410129.0,27255.0,382874.0,0.06645470083802901
1307,Livestock,13_05,30122.0,0.0,440251.0,27255.0,412996.0,0.06190786619451177
1308,Livestock,13_06,0.0,8781.0,440251.0,36036.0,404215.0,0.08185330640929833
1309,Livestock,13_07,3160.0,17.0,443411.0,36053.0,407358.0,0.08130831215283338
1310,Livestock,13_11,4000.0,0.0,447411.0,36053.0,411358.0,0.08058138937129396
1311,Livestock,13_12,20000.0,20000.0,467411.0,56053.0,411358.0,0.11992229536746032
1312,Livestock,14_01,0.0,33160.0,467411.0,89213.0,378198.0,0.19086628256502308
1313,Livestock,14_07,8800.0,0.0,476211.0,89213.0,386998.0,0.18733922567937322
1314,Livestock,14_10,0.0,2200.0,476211.0,91413.0,384798.0,0.191959026565955
1315,Livestock,15_03,0.0,448.0,476211.0,91861.0,384350.0,0.19289978601922256
1316,Livestock,15_10,0.0,2200.0,476211.0,94061.0,382150.0,0.19751958690580437
1317,Livestock,16_02,1198.0,1198.0,477409.0,95259.0,382150.0,0.19953331420228776
1318,Livestock,16_10,0.0,2200.0,477409.0,97459.0,379950.0,0.20414152225869223
1319,Livestock,17_01,165951.0,0.0,643360.0,97459.0,545901.0,0.15148439442924647
1320,Livestock,17_03,0.0,166073.0,643360.0,263532.0,379828.0,0.4096182541656304
1321,Livestock,17_10,0.0,2200.0,643360.0,265732.0,377628.0,0.413037801541905
1322,Livestock,19_11,0.0,4621.0,643360.0,270353.0,373007.0,0.42022040537179806
1323,Livestock,20_11,6699.0,0.0,650059.0,270353.0,379706.0,0.4158899422975453
1324,Livestock,21_01,20000.0,0.0,670059.0,270353.0,399706.0,0.40347641028625836
1325,Livestock,21_04,0.0,6.0,670059.0,270359.0,399700.0,0.40348536472161406
1326,Livestock,21_05,0.0,3460.0,670059.0,273819.0,396240.0,0.4086490891100634
