,ID,Vintage,Issued,Retired,Balance
244,2481,2019,10263,8037.0,2226.0
245,2481,2020,10263,1397.0,8866.0
246,2481,2021,10263,2661.0,7602.0
247,2497,2003,1188,0.0,1188.0
248,2497,2004,29473,1425.0,28048.0
249,2497,2005,29473,1425.0,28048.0
250,2497,2006,29473,1425.0,28048.0
251,2497,2007,29473,1506.0,27967.0
252,2497,2008,29473,1611.0,27862.0
253,2497,2009,29473,1611.0,27862.0
254,2497,2010,29473,1611.0,27862.0
255,2497,2011,29473,1611.0,27862.0
256,2497,2012,29473,1611.0,27862.0
257,2497,2013,29473,1611.0,27862.0
258,2497,2014,29473,1611.0,27862.0
259,2497,2015,29473,1612.0,27861.0
260,2497,2016,29473,1613.0,27860.0
261,2497,2017,29473,1612.0,27861.0
262,2497,2018,29473,1611.0,27862.0
263,2497,2019,29473,1610.0,27863.0
264,2497,2020,29473,1612.0,27861.0
265,2497,2021,6304,0.0,6304.0
266,2510,2017,170837,0.0,170837.0
267,2510,2018,79163,0.0,79163.0
268,2538,2017,20235,0.0,20235.0
269,2538,2018,70343,0.0,70343.0
270,2538,2019,76274,0.0,76274.0
271,2538,2020,123848,0.0,123848.0
272,2565,2017,4459,0.0,4459.0
273,2565,2018,9426,0.0,9426.0
274,2565,2019,13670,0.0,13670.0
275,2565,2020,17794,617.0,17177.0
276,2565,2021,7956,0.0,7956.0
277,2566,2016,10170,10170.0,0.0
278,2566,2017,39576,38703.0,873.0
279,2566,2018,105623,55366.0,50257.0
280,2566,2019,59580,47770.0,11810.0
281,2609,2016,196144,144148.0,51996.0
282,2609,2017,383618,262731.0,120887.0
283,2609,2018,586154,45609.0,540545.0
284,2609,2019,987082,92453.0,894629.0
285,2609,2020,1108187,97626.0,1010561.0
286,2609,2021,997777,16008.0,981769.0
287,2652,2017,2296,0.0,2296.0
288,2652,2018,7047,0.0,7047.0
289,2652,2019,10930,0.0,10930.0
290,2652,2020,18316,0.0,18316.0
291,2652,2021,9387,0.0,9387.0
292,2723,2019,143356,103849.0,39507.0
293,2723,2020,167414,44506.0,122908.0
294,2723,2021,86424,36200.0,50224.0
295,2745,2017,554,0.0,554.0
296,2745,2018,5143,10.0,5133.0
297,2745,2019,23035,2991.0,20044.0
298,2745,2020,23035,2420.0,20615.0
299,2745,2021,9341,54.0,9287.0
300,2748,2017,236725,59435.0,177290.0
301,2748,2018,553951,116811.0,437140.0
302,2748,2019,554515,36815.0,517700.0
303,2748,2020,557606,28451.0,529155.0
304,2748,2021,555720,0.0,555720.0
305,2852,2017,41855,93.0,41762.0
306,2852,2018,113608,0.0,113608.0
307,2852,2019,161358,4888.0,156470.0
308,2852,2020,180992,0.0,180992.0
309,2852,2021,180478,0.0,180478.0
