,Project ID,Type,Name,Location,Standard,Volume,Price,Price Type,Broker,Offer Date,LDC,Notes,Year,Month,Quarter,Vintage
3106,VCS 1748,REDD,Southern Cardamom,Cambodia,VCS-CCB-SDG,1500,12.5,Offer,CBL,2022-10-17,1.0,,2022,10,4,2017
3109,VCS 1736,Natural Gas,Grid Connected Electricity Generation Plant Using Natural Gas In Singapore,Singapore,VCS,300,7.5,Offer,CBL,2022-10-17,0.0,,2022,10,4,2014
3110,VCS 1160,Thermal Energy,"6.5 MW cogeneration project in Akbarpur, Punjab",India,VCS,11122,5.1,Offer,CBL,2022-10-17,0.0,,2022,10,4,2016
3111,VCS 1160,Thermal Energy,"6.5 MW cogeneration project in Akbarpur, Punjab",India,VCS,20900,5.1,Offer,CBL,2022-10-17,0.0,,2022,10,4,2015
3112,VCS 2540,Cookstoves,Improved cookstoves for Burundi restaurant,Burundi,VCS,278239,8.0,Trade,CBL,2022-10-17,1.0,,2022,10,4,2021
3113,VCS 2539,REDD,EVERGREEN REDD+ PROJECT,Brazil,VCS,22000,8.05,Trade,CBL,2022-10-17,0.0,,2022,10,4,2021
3114,VCS 674,REDD,Rimba Raya,Indonesia,VCS-CCB-SDG,2885,9.2,Trade,CBL,2022-10-17,0.0,,2022,10,4,2014
3115,VCS 2252,REDD,Rio Anapu-Pacaja,Brazil,VCS-CCB,100000,11.5,Offer,CBL,2022-10-18,0.0,,2022,10,4,2017
3116,VCS 823,Hydro,Datong River Tianwanggou Hydropower Station,China,VCS,100000,4.0,Offer,CBL,2022-10-18,0.0,,2022,10,4,2016
3117,VCS 674,REDD,Rimba Raya,Indonesia,VCS-CCB-SDG,363,12.5,Trade,CBL,2022-10-18,0.0,,2022,10,4,2017
3121,VCS 1953,REDD,Floresa Verde (ARC) REDD+ Project,Brazil,VCS-CCB,400,12.0,Offer,CBL,2022-10-19,0.0,,2022,10,4,2016
3122,VCS 1359,REDD,Isangi REDD+ Project,Congo,VCS-CCB,900,8.5,Offer,CBL,2022-10-19,1.0,,2022,10,4,2013
3123,VCS 1748,REDD,Southern Cardamom,Cambodia,VCS-CCB-SDG,400,12.0,Offer,CBL,2022-10-19,1.0,,2022,10,4,2016
3124,VCS 902,ARR; REDD,Kariba REDD+,Zimbabwe,VCS-CCB,400,9.5,Offer,CBL,2022-10-19,0.0,,2022,10,4,2014
3125,VCS 1753,Solar,Bundled Solar Photovoltaic Project by ACME,India,VCS,3000,4.0,Offer,CBL,2022-10-19,0.0,,2022,10,4,2020
3126,VCS 981,REDD,Pacajai REDD+,Brazil,VCS-CCB,30000,10.85,Trade,CBL,2022-10-19,0.0,,2022,10,4,2012
3127,VCS 981,REDD,Pacajai REDD+,Brazil,VCS-CCB,40000,10.85,Trade,CBL,2022-10-19,0.0,,2022,10,4,2013
3128,VCS 981,REDD,Pacajai REDD+,Brazil,VCS-CCB,50000,10.85,Trade,CBL,2022-10-19,0.0,,2022,10,4,2015
3129,VCS 981,REDD,Pacajai REDD+,Brazil,VCS-CCB,40000,10.85,Trade,CBL,2022-10-19,0.0,,2022,10,4,2014
3130,VCS 1477,ARR; REDD; WRC,Katingan Peatland Restoration and Conservation Project,Indonesia,VCS-CCB,0,6.2,Trade,ICAP,2022-10-19,0.0,,2022,10,4,2016
3131,VCS 1477,ARR; REDD; WRC,Katingan Peatland Restoration and Conservation Project,Indonesia,VCS-CCB,0,12.5,Trade,ICAP,2022-10-19,0.0,,2022,10,4,2018
3132,VCS 1477,ARR; REDD; WRC,Katingan Peatland Restoration and Conservation Project,Indonesia,VCS-CCB,0,13.2,Trade,ICAP,2022-10-19,0.0,,2022,10,4,2019
3134,GS 4813,Wind,Sidrap Wind Farm Project Phase 1,Indonesia,GS-SDG,1000,15.0,Offer,CBL,2022-10-20,0.0,,2022,10,4,2020
3135,VCS 981,REDD,Pacajai REDD+,Brazil,VCS-CCB,1175,7.0,Trade,CBL,2022-10-20,0.0,,2022,10,4,2016
3136,VCS 1748,REDD,Southern Cardamom,Cambodia,VCS-CCB-SDG,50000,12.0,Trade,CBL,2022-10-20,1.0,,2022,10,4,2018
3137,VCS 1748,REDD,Southern Cardamom,Cambodia,VCS-CCB-SDG,50000,13.75,Offer,ICAP,2022-10-20,1.0,,2022,10,4,2018
3138,VCS 1997,Wind,Tropical wind in thailand,Thailand,VCS-SDG,25000,4.8,Bid,ICAP,2022-10-20,0.0,,2022,10,4,2020
3140,GS 3409,Wind,Saritepe Wind Power Plant,Turkey,GS-SDG,14000,5.5,Offer,ICAP,2022-10-20,0.0,,2022,10,4,2017
3141,GS 947,Wind,Killik Wind Power Plant,Turkey,GS-SDG,45000,5.25,Offer,ICAP,2022-10-20,0.0,,2022,10,4,2017
3143,VCS 1748,REDD,Southern Cardamom,Cambodia,VCS-CCB-SDG,0,12.0,Trade,ICAP,2022-10-20,1.0,,2022,10,4,2018
3145,VCS 536,Hydro,Uluabat Hydroelectric Power Plant,Turkey,VCS,65676,3.1,Offer,CBL,2022-10-21,0.0,,2022,10,4,2015
3146,VCS 536,Hydro,Uluabat Hydroelectric Power Plant,Turkey,VCS,2450,3.1,Trade,CBL,2022-10-21,0.0,,2022,10,4,2015
3147,VCS 2293,REDD,NIHT Topaiyo REDD+,Papua New Guinea,VCS-CCB,1000,12.5,Trade,CBL,2022-10-21,0.0,,2022,10,4,2017
3151,VCS 1953,REDD,Floresa Verde (ARC) REDD+ Project,Brazil,VCS-CCB,400,11.0,Offer,CBL,2022-10-24,0.0,,2022,10,4,2016
3152,VCS 1748,REDD,Southern Cardamom,Cambodia,VCS-CCB-SDG,400,11.0,Offer,CBL,2022-10-24,1.0,,2022,10,4,2016
3153,VCS 1359,REDD,Isangi REDD+ Project,Congo,VCS-CCB,900,7.5,Offer,CBL,2022-10-24,1.0,,2022,10,4,2013
3154,VCS 902,ARR; REDD,Kariba REDD+,Zimbabwe,VCS-CCB,400,8.5,Offer,CBL,2022-10-24,0.0,,2022,10,4,2014
3155,VCS 674,REDD,Rimba Raya,Indonesia,VCS-CCB-SDG,4775,13.75,Offer,CBL,2022-10-24,0.0,,2022,10,4,2017
3156,VCS 97,Hydro,Yanling Shendu Hydropower Project,China,VCS,5252,1.91,Offer,CBL,2022-10-24,0.0,,2022,10,4,2013
3157,VCS 656,Hydro,Guizhou Qingshuihe Gelbridge Hydropower Project,China,VCS,10000,2.12,Offer,CBL,2022-10-24,0.0,,2022,10,4,2018
3158,VCS 97,Hydro,Yanling Shendu Hydropower Project,China,VCS,4677,1.96,Offer,CBL,2022-10-24,0.0,,2022,10,4,2013
3159,VCS 1344,Hydro,Murat HEPP,Turkey,VCS,20000,3.75,Offer,CBL,2022-10-24,0.0,,2022,10,4,2019
3160,VCS 1748,REDD,Southern Cardamom,Cambodia,VCS-CCB-SDG,100000,14.5,Offer,TFS,2022-10-24,1.0,,2022,10,4,2019
3161,VCS 1644,Wind,Larimar Wind Farm Project,Dominican Republic,VCS-SDG,20655,4.85,Offer,CBL,2022-10-25,0.0,,2022,10,4,2016
3162,VCS 1753,Solar,Bundled Solar Photovoltaic Project by ACME,India,VCS,3000,3.5,Offer,CBL,2022-10-25,0.0,,2022,10,4,2020
3163,VCS 98,Hydro,Pamir I Hydropower Generation,Tajikistan,VCS,19763,6.15,Offer,CBL,2022-10-25,0.0,,2022,10,4,2014
3167,VCS 1953,REDD,Floresa Verde (ARC) REDD+ Project,Brazil,VCS-CCB,400,10.5,Offer,CBL,2022-10-26,0.0,,2022,10,4,2016
3169,VCS 1748,REDD,Southern Cardamom,Cambodia,VCS-CCB-SDG,400,10.5,Offer,CBL,2022-10-26,1.0,,2022,10,4,2016
3170,VCS 902,ARR; REDD,Kariba REDD+,Zimbabwe,VCS-CCB,400,8.0,Offer,CBL,2022-10-26,0.0,,2022,10,4,2014
3171,VCS 1359,REDD,Isangi REDD+ Project,Congo,VCS-CCB,900,7.0,Offer,CBL,2022-10-26,1.0,,2022,10,4,2013
3173,VCS 1753,Solar,Bundled Solar Photovoltaic Project by ACME,India,VCS,3000,3.5,Trade,CBL,2022-10-26,0.0,,2022,10,4,2020
3174,VCS 934,REDD,Mai Ndombe,Congo,VCS-CCB,100000,14.75,Trade,CBL,2022-10-26,1.0,,2022,10,4,2020
3175,VCS 2002,Wind,Theparak Wind in Thailand,Thailand,VCS-SDG,20000,5.75,Offer,ICAP,2022-10-26,0.0,,2022,10,4,2021
3177,VCS 1899,ARR; WRC,Sumatra Merang Peatland Project,Indonesia,VCS-CCB,50000,15.0,Offer,ICAP,2022-10-26,0.0,,2022,10,4,2019
3179,VCS 875,REDD,FLORESTAL SANTA MARIA PROJECT,Brazil,VCS,60000,7.2,Offer,Tullets,2022-10-26,0.0,,2022,10,4,2016
3180,VCS 934,REDD,Mai Ndombe,Congo,VCS-CCB,100,14.5,Trade,CBL,2022-10-27,1.0,,2022,10,4,2018
3181,VCS 902,ARR; REDD,Kariba REDD+,Zimbabwe,VCS-CCB,100,8.9,Trade,CBL,2022-10-27,0.0,,2022,10,4,2013
3182,VCS 2539,REDD,EVERGREEN REDD+ PROJECT,Brazil,VCS,1000,12.1,Trade,CBL,2022-10-27,0.0,,2022,10,4,2020
3183,VCS 2252,REDD,Rio Anapu-Pacaja,Brazil,VCS-CCB,120,12.45,Trade,CBL,2022-10-27,0.0,,2022,10,4,2017
3184,VCS 1953,REDD,Floresa Verde (ARC) REDD+ Project,Brazil,VCS-CCB,400,10.5,Trade,CBL,2022-10-27,0.0,,2022,10,4,2016
3185,VCS 674,REDD,Rimba Raya,Indonesia,VCS-CCB-SDG,1703,12.0,Trade,CBL,2022-10-27,0.0,,2022,10,4,2014
3186,VCS 674,REDD,Rimba Raya,Indonesia,VCS-CCB-SDG,10024,11.5,Trade,CBL,2022-10-27,0.0,,2022,10,4,2014
3187,VCS 674,REDD,Rimba Raya,Indonesia,VCS-CCB-SDG,4775,13.75,Trade,CBL,2022-10-27,0.0,,2022,10,4,2017
3188,VCS 674,REDD,Rimba Raya,Indonesia,VCS-CCB-SDG,10000,12.2,Trade,CBL,2022-10-27,0.0,,2022,10,4,2015
3189,VCS 981,REDD,Pacajai REDD+,Brazil,VCS-CCB,950,7.95,Trade,CBL,2022-10-27,0.0,,2022,10,4,2013
3190,VCS 902,ARR; REDD,Kariba REDD+,Zimbabwe,VCS-CCB,400,8.0,Trade,CBL,2022-10-27,0.0,,2022,10,4,2014
3191,VCS 1359,REDD,Isangi REDD+ Project,Congo,VCS-CCB,900,7.0,Trade,CBL,2022-10-27,1.0,,2022,10,4,2013
3192,VCS 1168,REDD,Kulera Landscape REDD+ Program for Co-Managed Protected Areas,Malawi,VCS-CCB,200,7.0,Trade,CBL,2022-10-27,1.0,,2022,10,4,2009
3193,VCS 985,REDD,Cordillera Azul National Park REDD Project,Peru,VCS-CCB,2000,7.0,Trade,CBL,2022-10-27,0.0,,2022,10,4,2013
3194,GS 4813,Wind,Sidrap Wind Farm Project Phase 1,Indonesia,GS-SDG,1000,15.0,Trade,CBL,2022-10-27,0.0,,2022,10,4,2020
3195,VCS 1946,Wind,Renewable wind power project by Hero Future Energies,India,VCS-SDG,1328,5.25,Trade,CBL,2022-10-27,0.0,,2022,10,4,2019
3196,VCS 1946,Wind,Renewable wind power project by Hero Future Energies,India,VCS-SDG,5672,5.25,Trade,CBL,2022-10-27,0.0,,2022,10,4,2020
3197,VCS 1748,REDD,Southern Cardamom,Cambodia,VCS-CCB-SDG,100,12.5,Trade,CBL,2022-10-27,1.0,,2022,10,4,2017
3198,VCS 2052,Wind,Renewable wind power project by Axis Wind Farms,India,VCS-SDG,50000,3.9,Offer,FIS,2022-10-27,0.0,,2022,10,4,2019
3199,VCS 1946,Wind,Renewable wind power project by Hero Future Energies,India,VCS-SDG,30000,3.9,Offer,FIS,2022-10-27,0.0,,2022,10,4,2020
3200,VCS 1782,Solar,Solar PV Project By Prayatna Developers,India,VCS-SDG,177000,3.9,Offer,FIS,2022-10-27,0.0,,2022,10,4,2017
3201,VCS 1784,Solar,Solar Power Project by Mytrah Energy,India,VCS-SDG,33000,3.9,Offer,FIS,2022-10-27,0.0,,2022,10,4,2017
3202,VCS 1664,IFM,Yunnan Xishuangbanna Improved Forest Management,China,VCS,71000,6.3,Offer,FIS,2022-10-27,0.0,,2022,10,4,2016
3204,VCS 1258,Wind,Saint Nikola Wind Farm,Bulgaria,VCS,0,5.4,Trade,ICAP,2022-10-27,0.0,,2022,10,4,2018
3205,VCS 1477,ARR; REDD; WRC,Katingan Peatland Restoration and Conservation Project,Indonesia,VCS-CCB,25000,12.8,Bid,ICAP,2022-10-27,0.0,,2022,10,4,2019
3206,VCS 934,REDD,Mai Ndombe,Congo,VCS-CCB,5000,7.0,Offer,CBL,2022-10-28,1.0,,2022,10,4,2017
3207,VCS 934,REDD,Mai Ndombe,Congo,VCS-CCB,8460,7.0,Offer,CBL,2022-10-28,1.0,,2022,10,4,2016
3208,VCS 934,REDD,Mai Ndombe,Congo,VCS-CCB,5000,7.25,Offer,CBL,2022-10-28,1.0,,2022,10,4,2017
3209,VCS 934,REDD,Mai Ndombe,Congo,VCS-CCB,8460,7.25,Offer,CBL,2022-10-28,1.0,,2022,10,4,2016
3210,VCS 674,REDD,Rimba Raya,Indonesia,VCS-CCB-SDG,5000,11.4,Offer,CBL,2022-10-28,0.0,,2022,10,4,2014
3211,VCS 674,REDD,Rimba Raya,Indonesia,VCS-CCB-SDG,5000,14.0,Offer,CBL,2022-10-28,0.0,,2022,10,4,2017
3212,VCS 875,REDD,FLORESTAL SANTA MARIA PROJECT,Brazil,VCS,42140,8.95,Offer,CBL,2022-10-28,0.0,,2022,10,4,2013
3213,VCS 674,REDD,Rimba Raya,Indonesia,VCS-CCB-SDG,8000,10.9,Offer,CBL,2022-10-28,0.0,,2022,10,4,2014
3214,VCS 674,REDD,Rimba Raya,Indonesia,VCS-CCB-SDG,9000,13.0,Offer,CBL,2022-10-28,0.0,,2022,10,4,2015
3216,VCS 1522,Run of river,Soubre Hydropower Project,Ivory Coast,VCS-SDG,5750,5.4,Offer,CBL,2022-10-28,0.0,,2022,10,4,2018
3218,VCS 1718,IFM,Inner Mongolia Keyihe IFM (conversion of logged to protected forest),China,VCS,7500,9.5,Offer,CBL,2022-10-28,0.0,,2022,10,4,2013
3219,VCS 837,Natural Gas,Natural Gas Based Combined Cycle Power Generation,India,VCS,877,1.55,Offer,CBL,2022-10-28,0.0,,2022,10,4,2012
3220,VCS 2252,REDD,Rio Anapu-Pacaja,Brazil,VCS-CCB,25000,10.2,Trade,CBL,2022-10-28,0.0,,2022,10,4,2017
3221,VCS 68,Combined Cycle,119.8 MW Natural Gas based Combined Cycle Power Plant,India,VCS,114700,6.55,Trade,CBL,2022-10-28,0.0,,2022,10,4,2019
3222,VCS 29,Hydro,Gansu Zhouqu Shimenping 15 MW Hydropower Station Project,China,VCS,27611,6.75,Trade,CBL,2022-10-28,0.0,,2022,10,4,2021
3223,VCS 29,Hydro,Gansu Zhouqu Shimenping 15 MW Hydropower Station Project,China,VCS,27970,6.75,Trade,CBL,2022-10-28,0.0,,2022,10,4,2020
3224,VCS 29,Hydro,Gansu Zhouqu Shimenping 15 MW Hydropower Station Project,China,VCS,27919,6.75,Trade,CBL,2022-10-28,0.0,,2022,10,4,2019
3225,VCS 29,Hydro,Gansu Zhouqu Shimenping 15 MW Hydropower Station Project,China,VCS,22368,6.75,Trade,CBL,2022-10-28,0.0,,2022,10,4,2018
3226,VCS 29,Hydro,Gansu Zhouqu Shimenping 15 MW Hydropower Station Project,China,VCS,16500,6.75,Trade,CBL,2022-10-28,0.0,,2022,10,4,2017
3227,VCS 29,Hydro,Gansu Zhouqu Shimenping 15 MW Hydropower Station Project,China,VCS,10614,6.75,Trade,CBL,2022-10-28,0.0,,2022,10,4,2016
3228,VCS 68,Combined Cycle,119.8 MW Natural Gas based Combined Cycle Power Plant,India,VCS,80468,6.65,Trade,CBL,2022-10-28,0.0,,2022,10,4,2020
3229,VCS 32,Efficient Materials,Luara Ceramic Fuel Switching Project,Brazil,VCS,26873,5.25,Trade,CBL,2022-10-28,0.0,,2022,10,4,2020
3230,VCS 32,Efficient Materials,Luara Ceramic Fuel Switching Project,Brazil,VCS,31639,5.25,Trade,CBL,2022-10-28,0.0,,2022,10,4,2021
3231,VCS 32,Efficient Materials,Luara Ceramic Fuel Switching Project,Brazil,VCS,18463,5.25,Trade,CBL,2022-10-28,0.0,,2022,10,4,2022
3232,VCS 875,REDD,FLORESTAL SANTA MARIA PROJECT,Brazil,VCS,100,8.95,Trade,CBL,2022-10-28,0.0,,2022,10,4,2013
3233,VCS 97,Hydro,Yanling Shendu Hydropower Project,China,VCS,5252,1.88,Offer,CBL,2022-10-30,0.0,,2022,10,4,2013
3234,VCS 97,Hydro,Yanling Shendu Hydropower Project,China,VCS,4677,1.86,Offer,CBL,2022-10-30,0.0,,2022,10,4,2013
3235,VCS 656,Hydro,Guizhou Qingshuihe Gelbridge Hydropower Project,China,VCS,10000,2.13,Offer,CBL,2022-10-30,0.0,,2022,10,4,2018
3236,VCS 2250,ARR; WRC,Delta Blue Carbon 1,Pakistan,VCS-CCB,5000,30.0,Offer,CBL,2022-10-31,0.0,,2022,10,4,2017
3237,VCS 55,Efficient Materials,Lucevans Ceramic Fuel Switching Project,Brazil,VCS,110365,6.75,Trade,CBL,2022-10-31,0.0,,2022,10,4,2018
3238,VCS 55,Efficient Materials,Lucevans Ceramic Fuel Switching Project,Brazil,VCS,40446,6.75,Trade,CBL,2022-10-31,0.0,,2022,10,4,2019
3239,VCS 55,Efficient Materials,Lucevans Ceramic Fuel Switching Project,Brazil,VCS,36379,6.05,Trade,CBL,2022-10-31,0.0,,2022,10,4,2019
3240,VCS 55,Efficient Materials,Lucevans Ceramic Fuel Switching Project,Brazil,VCS,163391,6.05,Trade,CBL,2022-10-31,0.0,,2022,10,4,2018
3241,VCS 55,Efficient Materials,Lucevans Ceramic Fuel Switching Project,Brazil,VCS,58810,5.25,Trade,CBL,2022-10-31,0.0,,2022,10,4,2019
3242,VCS 55,Efficient Materials,Lucevans Ceramic Fuel Switching Project,Brazil,VCS,325729,5.25,Trade,CBL,2022-10-31,0.0,,2022,10,4,2018
3243,VCS 674,REDD,Rimba Raya,Indonesia,VCS-CCB-SDG,103,14.0,Trade,CBL,2022-10-31,0.0,,2022,10,4,2017
3244,VCS 32,Efficient Materials,Luara Ceramic Fuel Switching Project,Brazil,VCS,23114,5.95,Trade,CBL,2022-10-31,0.0,,2022,10,4,2021
3245,VCS 32,Efficient Materials,Luara Ceramic Fuel Switching Project,Brazil,VCS,13408,5.95,Trade,CBL,2022-10-31,0.0,,2022,10,4,2020
3246,VCS 99,Wind,Saihanba East 45.05 MW Windfarm Project,China,VCS,112698,6.55,Trade,CBL,2022-10-31,0.0,,2022,10,4,2021
3247,VCS 32,Efficient Materials,Luara Ceramic Fuel Switching Project,Brazil,VCS,2354,5.95,Trade,CBL,2022-10-31,0.0,,2022,10,4,2022
3248,VCS 99,Wind,Saihanba East 45.05 MW Windfarm Project,China,VCS,24857,6.55,Trade,CBL,2022-10-31,0.0,,2022,10,4,2020
3249,VCS 99,Wind,Saihanba East 45.05 MW Windfarm Project,China,VCS,153190,5.95,Trade,CBL,2022-10-31,0.0,,2022,10,4,2021
3250,VCS 99,Wind,Saihanba East 45.05 MW Windfarm Project,China,VCS,31561,5.95,Trade,CBL,2022-10-31,0.0,,2022,10,4,2020
3251,VCS 99,Wind,Saihanba East 45.05 MW Windfarm Project,China,VCS,323178,5.05,Trade,CBL,2022-10-31,0.0,,2022,10,4,2021
3252,VCS 32,Efficient Materials,Luara Ceramic Fuel Switching Project,Brazil,VCS,18463,5.45,Trade,CBL,2022-10-31,0.0,,2022,10,4,2022
3253,VCS 32,Efficient Materials,Luara Ceramic Fuel Switching Project,Brazil,VCS,18213,5.45,Trade,CBL,2022-10-31,0.0,,2022,10,4,2021
3254,VCS 32,Efficient Materials,Luara Ceramic Fuel Switching Project,Brazil,VCS,17921,5.45,Trade,CBL,2022-10-31,0.0,,2022,10,4,2020
3255,VCS 99,Wind,Saihanba East 45.05 MW Windfarm Project,China,VCS,219848,6.75,Trade,CBL,2022-10-31,0.0,,2022,10,4,2020
3256,VCS 99,Wind,Saihanba East 45.05 MW Windfarm Project,China,VCS,300000,6.15,Trade,CBL,2022-10-31,0.0,,2022,10,4,2020
3257,VCS 1748,REDD,Southern Cardamom,Cambodia,VCS-CCB-SDG,15013,8.0,Trade,CBL,2022-10-31,1.0,,2022,10,4,2017
3258,VCS 1748,REDD,Southern Cardamom,Cambodia,VCS-CCB-SDG,13000,8.0,Trade,CBL,2022-10-31,1.0,,2022,10,4,2016
3259,VCS 1258,Wind,Saint Nikola Wind Farm,Bulgaria,VCS,50000,5.4,Trade,CBL,2022-10-31,0.0,,2022,10,4,2018
3260,VCS 1771,Wind,46 MW Mangoli Wind Power Project in Karnataka,India,VCS,30000,5.0,Offer,ICAP,2022-10-31,0.0,,2022,10,4,2017
3261,VCS 556,Wind,Xilinguole Huitengliang Wind Power Project Guotai Phase I,China,VCS,1000,6.85,Bid,CBL,2022-11-01,0.0,,2022,11,4,2019
3262,VCS 212,Efficient Coal (CMM),"Joarin, Utilization of Coal-Mine-Methane",Germany,VCS,1000,10.25,Bid,CBL,2022-11-01,0.0,,2022,11,4,2019
3263,VCS 556,Wind,Xilinguole Huitengliang Wind Power Project Guotai Phase I,China,VCS,5000,6.85,Offer,CBL,2022-11-01,0.0,,2022,11,4,2019
3264,VCS 1067,REDD,Reduction of deforestation and degradation in Tambopata National Reserve and Bahuaja-Sonene National Park,Peru,VCS-CCB,100000,15.15,Offer,ICAP,2022-11-01,0.0,,2022,11,4,2020
3265,VCS 1477,ARR; REDD; WRC,Katingan Peatland Restoration and Conservation Project,Indonesia,VCS-CCB,40000,10.0,Trade,ICAP,2022-11-01,0.0,,2022,11,4,2017
3266,VCS 1815,Solar,Renewable Solar Power Project by Adani Green Energy Ltd,India,VCS-SDG,80000,4.5,Offer,ICAP,2022-11-01,0.0,,2022,11,4,2020
3267,VCS 414,Wind,Hebei Haixing 49.5MW Wind Farm Project,China,VCS,11316,2.9,Offer,CBL,2022-11-02,0.0,,2022,11,4,2018
3268,VCS 1748,REDD,Southern Cardamom,Cambodia,VCS-CCB-SDG,400,10.25,Offer,CBL,2022-11-02,1.0,,2022,11,4,2016
3269,VCS 912,Hydro,Gunder Hydro Power Project Turkey,Turkey,VCS,17957,3.8,Offer,CBL,2022-11-02,0.0,,2022,11,4,2016
3270,VCS 912,Hydro,Gunder Hydro Power Project Turkey,Turkey,VCS,33557,3.9,Offer,CBL,2022-11-02,0.0,,2022,11,4,2017
3271,VCS 912,Hydro,Gunder Hydro Power Project Turkey,Turkey,VCS,27795,3.9,Offer,CBL,2022-11-02,0.0,,2022,11,4,2018
3272,VCS 912,Hydro,Gunder Hydro Power Project Turkey,Turkey,VCS,45537,4.0,Offer,CBL,2022-11-02,0.0,,2022,11,4,2019
3273,VCS 912,Hydro,Gunder Hydro Power Project Turkey,Turkey,VCS,4541,4.0,Offer,CBL,2022-11-02,0.0,,2022,11,4,2020
3274,GS 2664,Methane Recovery,Haikou Rural Methane Digesters Project in Hainan Province,China,GS-SDG,9000,7.45,Offer,CBL,2022-11-02,0.0,,2022,11,4,2017
3275,VCS 97,Hydro,Yanling Shendu Hydropower Project,China,VCS,5252,1.8,Offer,CBL,2022-11-02,0.0,,2022,11,4,2013
3276,VCS 656,Hydro,Guizhou Qingshuihe Gelbridge Hydropower Project,China,VCS,10000,2.1,Offer,CBL,2022-11-02,0.0,,2022,11,4,2018
3277,VCS 97,Hydro,Yanling Shendu Hydropower Project,China,VCS,19000,1.65,Offer,CBL,2022-11-02,0.0,,2022,11,4,2011
3278,VCS 97,Hydro,Yanling Shendu Hydropower Project,China,VCS,2000,2.04,Offer,CBL,2022-11-02,0.0,,2022,11,4,2016
3279,VCS 371,Hydro,Guangdong Lankou 26MW Hydro Power Project,China,VCS,13000,2.12,Offer,CBL,2022-11-02,0.0,,2022,11,4,2017
3280,VCS 97,Hydro,Yanling Shendu Hydropower Project,China,VCS,10000,1.98,Offer,CBL,2022-11-02,0.0,,2022,11,4,2015
3281,VCS 97,Hydro,Yanling Shendu Hydropower Project,China,VCS,10000,1.93,Offer,CBL,2022-11-02,0.0,,2022,11,4,2014
3282,VCS 1748,REDD,Southern Cardamom,Cambodia,VCS-CCB-SDG,75000,12.45,Trade,CBL,2022-11-02,1.0,,2022,11,4,2018
3283,VCS 2250,ARR; WRC,Delta Blue Carbon 1,Pakistan,VCS-CCB,1000,29.0,Trade,CBL,2022-11-02,0.0,,2022,11,4,2017
3284,VCS 2252,REDD,Rio Anapu-Pacaja,Brazil,VCS-CCB,50000,9.0,Offer,ICAP,2022-11-02,0.0,,2022,11,4,2017
3285,VCS 2478,Fugitive emissions,Reducing Gas Leakages within the Titas Gas Distribution Network in Bangladesh,Bangladesh,VCS-SDG,50000,5.95,Offer,TFS,2022-11-02,1.0,,2022,11,4,2020
3286,VCS 2539,REDD,EVERGREEN REDD+ PROJECT,Brazil,VCS,3000,12.1,Offer,CBL,2022-11-03,0.0,,2022,11,4,2020
3287,VCS 2250,ARR; WRC,Delta Blue Carbon 1,Pakistan,VCS-CCB,5000,30.0,Offer,CBL,2022-11-03,0.0,,2022,11,4,2017
3288,GS 753,Cookstoves,VPA 15 - GHS Emission Reduction through the use of bondhu chula (Improved Cookstoves) in bangladesh,Bangladesh,GS-SDG,254,4.7,Offer,CBL,2022-11-03,1.0,,2022,11,4,2014
3289,VCS 1728,Wind,Bundled Wind Power Project by Mytrah Group,India,VCS,104833,3.8,Offer,CBL,2022-11-03,0.0,,2022,11,4,2017
3291,VCS 212,Efficient Coal (CMM),"Joarin, Utilization of Coal-Mine-Methane",Germany,VCS,5000,16.0,Offer,CBL,2022-11-03,0.0,,2022,11,4,2019
3292,VCS 674,REDD,Rimba Raya,Indonesia,VCS-CCB-SDG,15044,11.5,Offer,CBL,2022-11-03,0.0,,2022,11,4,2014
3293,VCS 2250,ARR; WRC,Delta Blue Carbon 1,Pakistan,VCS-CCB,10000,34.25,Trade,CBL,2022-11-03,0.0,,2022,11,4,2020
3294,VCS 1067,REDD,Reduction of deforestation and degradation in Tambopata National Reserve and Bahuaja-Sonene National Park,Peru,VCS-CCB,100000,14.55,Trade,ICAP,2022-11-03,0.0,,2022,11,4,2020
3295,GS 10789,Cookstoves,ECOA_BURN Multi-Country Clean Cooking Programme,Africa (Multi-Country),GS-SDG,0,10.85,Trade,ICAP,2022-11-03,0.0,,2022,11,4,2021
3296,VCS 1477,ARR; REDD; WRC,Katingan Peatland Restoration and Conservation Project,Indonesia,VCS-CCB,0,7.0,Bid,ICAP,2022-11-03,0.0,,2022,11,4,2017
3300,VCS 173,Run of river,Vishnuprayag Hydro-electric Project,India,VCS,10000,3.25,Offer,CBL,2022-11-04,0.0,,2022,11,4,2015
3301,VCS 173,Run of river,Vishnuprayag Hydro-electric Project,India,VCS,10000,3.1,Offer,CBL,2022-11-04,0.0,,2022,11,4,2015
3302,VCS 808,Cookstoves,VPA 49 Improved Kitchen Regimes: Kaliro Safe Water Project,Uganda,VCS,10000,2.85,Offer,CBL,2022-11-04,1.0,,2022,11,4,2016
3306,VCS 55,Efficient Materials,Lucevans Ceramic Fuel Switching Project,Brazil,VCS,177201,5.3,Trade,CBL,2022-11-04,0.0,,2022,11,4,2021
3307,VCS 55,Efficient Materials,Lucevans Ceramic Fuel Switching Project,Brazil,VCS,177201,5.3,Trade,CBL,2022-11-04,0.0,,2022,11,4,2020
