,Project ID,Type,Name,Location,Standard,Volume,Price,Price Type,Broker,Offer Date,LDC,Notes,Year,Month,Quarter,Vintage
4452,VCS 844,REDD,Madre de Dios Amazon REDD+ Project,Peru,VCS-CCB,100,15.0,Trade,CBL,2023-02-08,0.0,,2023,2,1,2019
4453,VCS 1644,Wind,Larimar Wind Farm Project,Dominican Republic,VCS-SDG,400,3.5,Trade,CBL,2023-02-08,0.0,,2023,2,1,2017
4454,VCS 2512,ARR,"Afforestation of Degraded Grasslands in Vichada, Colombia",Colombia,VCS-CCB,0,12.25,Offer,ICAP,2023-02-08,0.0,,2023,2,1,2020
4455,VCS 1566,REDD,REDD+ Project Resguardo Indigena Unificado Selva de Mataven,Colombia,VCS-CCB,32000,2.5,Offer,Tullets,2023-02-08,0.0,,2023,2,1,2016
4456,VCS 1477,ARR; REDD; WRC,Katingan Peatland Restoration and Conservation Project,Indonesia,VCS-CCB,25000,9.3,Offer,Tullets,2023-02-08,0.0,,2023,2,1,2019
4457,VCS 959,ARR,‘Guanaré’ Forest Plantations on degraded grasslands under extensive grazing,Uruguay,VCS-CCB,20000,6.75,Offer,Tullets,2023-02-08,0.0,,2023,2,1,2016
4458,VCS 1067,REDD,Reduction of deforestation and degradation in Tambopata National Reserve and Bahuaja-Sonene National Park,Peru,VCS-CCB,41000,12.5,Offer,Tullets,2023-02-08,0.0,,2023,2,1,2020
4459,VCS 173,Run of river,Vishnuprayag Hydro-electric Project,India,VCS,950,3.09,Bid,CBL,2023-02-09,0.0,,2023,2,1,2015
4460,VCS 1289,Wind,Talas de Maciel II Wind Farm,Uruguay,VCS,18292,3.1,Offer,CBL,2023-02-09,0.0,,2023,2,1,2018
4461,VCS 1289,Wind,Talas de Maciel II Wind Farm,Uruguay,VCS,1000,3.1,Bid,CBL,2023-02-09,0.0,,2023,2,1,2018
4462,VCS 2357,Cookstoves,Improved cook stove market development in rural Nepal,Nepal,VCS,2469,11.5,Offer,CBL,2023-02-09,1.0,,2023,2,1,2018
4463,VCS 2293,REDD,NIHT Topaiyo REDD+,Papua New Guinea,VCS-CCB,8050,10.25,Offer,CBL,2023-02-09,0.0,,2023,2,1,2017
4464,VCS 1329,REDD,Maisa REDD+ Project,Brazil,VCS-CCB,15898,6.5,Offer,CBL,2023-02-09,0.0,,2023,2,1,2013
4465,VCS 1382,REDD,"The Envira Amazonia Project - A Tropical Forest Conservation Project in Acre, Brazil",Brazil,VCS-CCB,57081,14.95,Offer,CBL,2023-02-09,0.0,,2023,2,1,2020
4466,VCS 1382,REDD,"The Envira Amazonia Project - A Tropical Forest Conservation Project in Acre, Brazil",Brazil,VCS-CCB,56353,13.75,Offer,CBL,2023-02-09,0.0,,2023,2,1,2019
4467,VCS 1382,REDD,"The Envira Amazonia Project - A Tropical Forest Conservation Project in Acre, Brazil",Brazil,VCS-CCB,57081,15.75,Offer,CBL,2023-02-09,0.0,,2023,2,1,2021
4468,VCS 1289,Wind,Talas de Maciel II Wind Farm,Uruguay,VCS,1000,3.1,Trade,CBL,2023-02-09,0.0,,2023,2,1,2018
4469,VCS 173,Run of river,Vishnuprayag Hydro-electric Project,India,VCS,950,3.09,Trade,CBL,2023-02-09,0.0,,2023,2,1,2015
4470,VCS 2082,ARR,Qianbei Afforestation Project,China,VCS,0,12.25,Offer,Tullets,2023-02-09,0.0,,2023,2,1,2021
4471,VCS 1477,ARR; REDD; WRC,Katingan Peatland Restoration and Conservation Project,Indonesia,VCS-CCB,25000,10.0,Offer,Tullets,2023-02-09,0.0,,2023,2,1,2019
4472,VCS 1686,ARR,Agrotex REDD Project,Brazil,VCS-SC,13000,9.5,Offer,Tullets,2023-02-09,0.0,,2023,2,1,2018
4473,VCS 1115,REDD,JARI/AMAPA REDD+ Project,Brazil,VCS-CCB,25000,6.0,Offer,Tullets,2023-02-09,0.0,,2023,2,1,2018
4474,VCS 1748,REDD,Southern Cardamom,Cambodia,VCS-CCB-SDG,25000,3.25,Trade,Tullets,2023-02-10,1.0,,2023,2,1,2016
4475,VCS 934,REDD,Mai Ndombe,Congo,VCS-CCB,0,3.7,Offer,Tullets,2023-02-10,1.0,,2023,2,1,2017
4476,VCS 1748,REDD,Southern Cardamom,Cambodia,VCS-CCB-SDG,0,3.25,Bid,Tullets,2023-02-10,1.0,,2023,2,1,2016
4477,VCS 1748,REDD,Southern Cardamom,Cambodia,VCS-CCB-SDG,0,8.5,Offer,Tullets,2023-02-10,1.0,,2023,2,1,2018
4478,VCS 1382,REDD,"The Envira Amazonia Project - A Tropical Forest Conservation Project in Acre, Brazil",Brazil,VCS-CCB,250000,3.7,Offer,Tullets,2023-02-10,0.0,,2023,2,1,2016
4479,VCS 1115,REDD,JARI/AMAPA REDD+ Project,Brazil,VCS-CCB,0,3.5,Offer,Tullets,2023-02-10,0.0,,2023,2,1,2017
4480,VCS 2361,ARR,Afforesation in cooperation with local landowners for Forestal San Pedro S.A,Paraguay,VCS,30000,6.5,Offer,Tullets,2023-02-10,0.0,,2023,2,1,2015
4481,VCS 2982,Cookstoves,BioLite Improved Cook stoves Programme,Kenya,VCS-SDG,95000,8.5,Offer,Tullets,2023-02-10,0.0,,2023,2,1,2020
4482,GS 5642,Cookstoves,Burn Stoves Project in Kenya,Kenya,GS-SDG,50000,7.9,Offer,Tullets,2023-02-10,0.0,,2023,2,1,2021
4483,GS 1061,Biogas,Kayseri Molu Landfill Gas to Energy Project,Turkey,GS-SDG,0,5.9,Offer,Tullets,2023-02-10,0.0,,2023,2,1,2018
4484,GS 3976,LFG,Santa Marta Landfill Gas Capture for Electriciy Generation Project,Chile,GS-SDG,54000,7.0,Offer,Tullets,2023-02-10,0.0,,2023,2,1,2020
4485,VCS 985,REDD,Cordillera Azul National Park REDD Project,Peru,VCS-CCB,200,9.35,Trade,CBL,2023-02-13,0.0,,2023,2,1,2016
4486,VCS 674,REDD,Rimba Raya,Indonesia,VCS-CCB-SDG,7500,13.0,Offer,CBL,2023-02-13,0.0,,2023,2,1,2018
4487,VCS 934,REDD,Mai Ndombe,Congo,VCS-CCB,17500,10.05,Offer,CBL,2023-02-13,1.0,,2023,2,1,2018
4488,VCS 1644,Wind,Larimar Wind Farm Project,Dominican Republic,VCS-SDG,2005,3.75,Bid,CBL,2023-02-13,0.0,,2023,2,1,2018
4489,VCS 1753,Solar,Bundled Solar Photovoltaic Project by ACME,India,VCS,2307,3.85,Bid,CBL,2023-02-13,0.0,,2023,2,1,2019
4490,VCS 934,REDD,Mai Ndombe,Congo,VCS-CCB,50000,6.95,Offer,CBL,2023-02-13,1.0,,2023,2,1,2016
4491,VCS 2083,ARR,Liangdu Afforestation Project,China,VCS-CCB,200,8.1,Offer,CBL,2023-02-13,0.0,,2023,2,1,2017
4492,VCS 2252,REDD,Rio Anapu-Pacaja,Brazil,VCS-CCB,100000,5.2,Trade,CBL,2023-02-13,0.0,,2023,2,1,2017
4493,VCS 985,REDD,Cordillera Azul National Park REDD Project,Peru,VCS-CCB,11500,5.3,Trade,CBL,2023-02-13,0.0,,2023,2,1,2016
4494,VCS 1753,Solar,Bundled Solar Photovoltaic Project by ACME,India,VCS,2307,3.85,Trade,CBL,2023-02-13,0.0,,2023,2,1,2019
4495,VCS 1644,Wind,Larimar Wind Farm Project,Dominican Republic,VCS-SDG,2005,3.75,Trade,CBL,2023-02-13,0.0,,2023,2,1,2018
4496,VCS 875,REDD,FLORESTAL SANTA MARIA PROJECT,Brazil,VCS,15001,2.5,Trade,CBL,2023-02-13,0.0,,2023,2,1,2014
4497,VCS 1477,ARR; REDD; WRC,Katingan Peatland Restoration and Conservation Project,Indonesia,VCS-CCB,0,9.25,Trade,ICAP,2023-02-13,0.0,,2023,2,1,2019
4498,VCS 1748,REDD,Southern Cardamom,Cambodia,VCS-CCB-SDG,0,9.4,Trade,ICAP,2023-02-13,1.0,,2023,2,1,2019
4499,VCS 2252,REDD,Rio Anapu-Pacaja,Brazil,VCS-CCB,0,4.1,Offer,ICAP,2023-02-13,0.0,,2023,2,1,2019
4500,VCS 934,REDD,Mai Ndombe,Congo,VCS-CCB,0,9.5,Offer,ICAP,2023-02-13,1.0,,2023,2,1,2019
4501,VCS 934,REDD,Mai Ndombe,Congo,VCS-CCB,25000,7.0,Offer,Tullets,2023-02-13,1.0,,2023,2,1,2017
4502,VCS 1650,REDD,Keo Seima Wildlife Sanctuary,Cambodia,VCS-CCB,100000,3.75,Offer,Tullets,2023-02-13,1.0,,2023,2,1,2017
4503,VCS 2252,REDD,Rio Anapu-Pacaja,Brazil,VCS-CCB,100000,3.75,Offer,Tullets,2023-02-13,0.0,,2023,2,1,2017
4504,VCS 1748,REDD,Southern Cardamom,Cambodia,VCS-CCB-SDG,100000,3.7,Offer,Tullets,2023-02-13,1.0,,2023,2,1,2017
4505,VCS 674,REDD,Rimba Raya,Indonesia,VCS-CCB-SDG,7500,13.0,Offer,Tullets,2023-02-13,0.0,,2023,2,1,2018
4506,VCS 934,REDD,Mai Ndombe,Congo,VCS-CCB,50000,8.5,Offer,Tullets,2023-02-13,1.0,,2023,2,1,2018
4507,VCS 1477,ARR; REDD; WRC,Katingan Peatland Restoration and Conservation Project,Indonesia,VCS-CCB,100000,9.6,Offer,Tullets,2023-02-13,0.0,,2023,2,1,2020
4508,VCS 1742,Run of river,Hydroelectric Project in Kinnaur ,India,VCS,210000,1.95,Offer,Tullets,2023-02-13,0.0,,2023,2,1,2018
4509,VCS 1753,Solar,Bundled Solar Photovoltaic Project by ACME,India,VCS,200000,3.0,Offer,Tullets,2023-02-13,0.0,,2023,2,1,2019
4510,VCS 2982,Cookstoves,BioLite Improved Cook stoves Programme,Kenya,VCS-SDG,95000,8.25,Offer,Tullets,2023-02-13,0.0,,2023,2,1,2020
4511,VCS 985,REDD,Cordillera Azul National Park REDD Project,Peru,VCS-CCB,10000,7.1,Offer,CBL,2023-02-14,0.0,,2023,2,1,2013
4512,VCS 1644,Wind,Larimar Wind Farm Project,Dominican Republic,VCS-SDG,5073,3.75,Offer,CBL,2023-02-14,0.0,,2023,2,1,2018
4513,VCS 1115,REDD,JARI/AMAPA REDD+ Project,Brazil,VCS-CCB,1741,5.4,Offer,CBL,2023-02-14,0.0,,2023,2,1,2018
4514,VCS 1477,ARR; REDD; WRC,Katingan Peatland Restoration and Conservation Project,Indonesia,VCS-CCB,3000,4.25,Offer,CBL,2023-02-14,0.0,,2023,2,1,2015
4515,VCS 551,Wind,SSL Wind Power Project,India,VCS,46531,5.45,Offer,CBL,2023-02-14,0.0,,2023,2,1,2019
4516,VCS 1650,REDD,Keo Seima Wildlife Sanctuary,Cambodia,VCS-CCB,387,8.75,Bid,CBL,2023-02-14,1.0,,2023,2,1,2017
4517,VCS 1650,REDD,Keo Seima Wildlife Sanctuary,Cambodia,VCS-CCB,4613,8.75,Offer,CBL,2023-02-14,1.0,,2023,2,1,2017
4518,VCS 2539,REDD,EVERGREEN REDD+ PROJECT,Brazil,VCS,1500,7.4,Offer,CBL,2023-02-14,0.0,,2023,2,1,2021
4519,VCS 1650,REDD,Keo Seima Wildlife Sanctuary,Cambodia,VCS-CCB,387,8.75,Trade,CBL,2023-02-14,1.0,,2023,2,1,2017
4520,VCS 762,Hydro,"Grid Connected Electricity Generation from Renewable Sources: Uzuncayir 82.0 MW Hydroelectric Power Plant Project, Turkey",Turkey,VCS,12000,1.5,Trade,CBL,2023-02-14,0.0,,2023,2,1,2019
4521,VCS 1382,REDD,"The Envira Amazonia Project - A Tropical Forest Conservation Project in Acre, Brazil",Brazil,VCS-CCB,0,4.0,Offer,ICAP,2023-02-14,0.0,,2023,2,1,2017
4522,VCS 2252,REDD,Rio Anapu-Pacaja,Brazil,VCS-CCB,0,4.1,Offer,ICAP,2023-02-14,0.0,,2023,2,1,2017
4523,VCS 902,ARR; REDD,Kariba REDD+,Zimbabwe,VCS-CCB,0,4.1,Offer,ICAP,2023-02-14,0.0,,2023,2,1,2016
4524,VCS 934,REDD,Mai Ndombe,Congo,VCS-CCB,0,8.5,Offer,ICAP,2023-02-14,1.0,,2023,2,1,2018
4525,VCS 1364,Hydro,Hydroelectric Project PCH Luzma,Colombia,VCS-SDG,50000,3.2,Trade,Tullets,2023-02-14,0.0,,2023,2,1,2019
4526,VCS 875,REDD,FLORESTAL SANTA MARIA PROJECT,Brazil,VCS,60000,3.5,Offer,Tullets,2023-02-14,0.0,,2023,2,1,2014
4527,VCS 934,REDD,Mai Ndombe,Congo,VCS-CCB,50000,10.05,Offer,Tullets,2023-02-14,1.0,,2023,2,1,2018
4528,VCS 2082,ARR,Qianbei Afforestation Project,China,VCS,0,13.0,Offer,Tullets,2023-02-14,0.0,,2023,2,1,2020
4529,VCS 934,REDD,Mai Ndombe,Congo,VCS-CCB,7500,12.35,Offer,CBL,2023-02-15,1.0,,2023,2,1,2016
4530,VCS 2293,REDD,NIHT Topaiyo REDD+,Papua New Guinea,VCS-CCB,8900,13.5,Offer,CBL,2023-02-15,0.0,,2023,2,1,2017
4531,VCS 902,ARR; REDD,Kariba REDD+,Zimbabwe,VCS-CCB,5000,10.35,Offer,CBL,2023-02-15,0.0,,2023,2,1,2017
4532,VCS 1477,ARR; REDD; WRC,Katingan Peatland Restoration and Conservation Project,Indonesia,VCS-CCB,5000,10.6,Offer,CBL,2023-02-15,0.0,,2023,2,1,2018
4533,VCS 934,REDD,Mai Ndombe,Congo,VCS-CCB,2500,15.15,Offer,CBL,2023-02-15,1.0,,2023,2,1,2018
4534,VCS 1748,REDD,Southern Cardamom,Cambodia,VCS-CCB-SDG,14999,15.15,Offer,CBL,2023-02-15,1.0,,2023,2,1,2019
4535,VCS 674,REDD,Rimba Raya,Indonesia,VCS-CCB-SDG,15000,15.3,Offer,CBL,2023-02-15,0.0,,2023,2,1,2018
4536,VCS 2250,ARR; WRC,Delta Blue Carbon 1,Pakistan,VCS-CCB,2000,32.0,Offer,CBL,2023-02-15,0.0,,2023,2,1,2020
4537,VCS 844,REDD,Madre de Dios Amazon REDD+ Project,Peru,VCS-CCB,100,16.0,Offer,CBL,2023-02-15,0.0,,2023,2,1,2019
4538,VCS 1748,REDD,Southern Cardamom,Cambodia,VCS-CCB-SDG,5000,3.75,Offer,CBL,2023-02-15,1.0,,2023,2,1,2017
4539,VCS 1748,REDD,Southern Cardamom,Cambodia,VCS-CCB-SDG,3734,3.35,Offer,CBL,2023-02-15,1.0,,2023,2,1,2016
4540,VCS 1650,REDD,Keo Seima Wildlife Sanctuary,Cambodia,VCS-CCB,60000,3.5,Trade,FIS,2023-02-15,1.0,,2023,2,1,2017
4541,VCS 1477,ARR; REDD; WRC,Katingan Peatland Restoration and Conservation Project,Indonesia,VCS-CCB,25000,4.0,Bid,FIS,2023-02-15,0.0,,2023,2,1,2017
4542,VCS 1067,REDD,Reduction of deforestation and degradation in Tambopata National Reserve and Bahuaja-Sonene National Park,Peru,VCS-CCB,0,11.5,Offer,ICAP,2023-02-15,0.0,,2023,2,1,2020
4543,VCS 2771,ALM,Futong Adjusted Water Management in Rice Cultivation,China,VCS,0,9.0,Offer,ICAP,2023-02-15,0.0,,2023,2,1,2018
4544,VCS 1382,REDD,"The Envira Amazonia Project - A Tropical Forest Conservation Project in Acre, Brazil",Brazil,VCS-CCB,1440,6.0,Offer,Tullets,2023-02-15,0.0,,2023,2,1,2014
4545,VCS 1382,REDD,"The Envira Amazonia Project - A Tropical Forest Conservation Project in Acre, Brazil",Brazil,VCS-CCB,0,4.1,Offer,Tullets,2023-02-15,0.0,,2023,2,1,2015
4546,VCS 1382,REDD,"The Envira Amazonia Project - A Tropical Forest Conservation Project in Acre, Brazil",Brazil,VCS-CCB,0,4.5,Offer,Tullets,2023-02-15,0.0,,2023,2,1,2017
4547,VCS 902,ARR; REDD,Kariba REDD+,Zimbabwe,VCS-CCB,1500,4.1,Offer,Tullets,2023-02-15,0.0,,2023,2,1,2016
4548,VCS 1477,ARR; REDD; WRC,Katingan Peatland Restoration and Conservation Project,Indonesia,VCS-CCB,25000,4.0,Bid,Tullets,2023-02-15,0.0,,2023,2,1,2017
4549,VCS 934,REDD,Mai Ndombe,Congo,VCS-CCB,0,4.0,Offer,Tullets,2023-02-15,1.0,,2023,2,1,2017
4550,VCS 513,Hydro,Salto Pilao Hydropower Plant Project Activity,Brazil,VCS,0,2.35,Offer,Tullets,2023-02-15,0.0,,2023,2,1,2015
4551,VCS 1499,Hydro,Toros Hydroelectric Power Plant,Turkey,VCS,0,2.35,Offer,Tullets,2023-02-15,0.0,,2023,2,1,2015
4552,VCS 713,Hydro,Koyulhisar Hydro Electricity Power Plant,Turkey,VCS,0,2.35,Offer,Tullets,2023-02-15,0.0,,2023,2,1,2015
4553,VCS 2095,Hydro,Duzce Aksu Hydro Electricity Power Plant,Turkey,VCS,0,2.35,Offer,Tullets,2023-02-15,0.0,,2023,2,1,2015
4554,VCS 2250,ARR; WRC,Delta Blue Carbon 1,Pakistan,VCS-CCB,1174,30.0,Offer,CBL,2023-02-17,0.0,,2023,2,1,2016
4555,VCS 2250,ARR; WRC,Delta Blue Carbon 1,Pakistan,VCS-CCB,7034,30.5,Offer,CBL,2023-02-17,0.0,,2023,2,1,2017
4556,VCS 2250,ARR; WRC,Delta Blue Carbon 1,Pakistan,VCS-CCB,112,30.5,Bid,CBL,2023-02-17,0.0,,2023,2,1,2017
4557,GS 7312,Cookstoves,Promoting improved cooking practices in nigeria,Nigeria,GS-SDG,1250,10.5,Bid,CBL,2023-02-17,0.0,,2023,2,1,2020
4558,VCS 674,REDD,Rimba Raya,Indonesia,VCS-CCB-SDG,313,10.9,Bid,CBL,2023-02-17,0.0,,2023,2,1,2014
4559,VCS 674,REDD,Rimba Raya,Indonesia,VCS-CCB-SDG,7687,10.9,Offer,CBL,2023-02-17,0.0,,2023,2,1,2014
4560,VCS 97,Hydro,Yanling Shendu Hydropower Project,China,VCS,5000,1.6,Offer,CBL,2023-02-17,0.0,,2023,2,1,2011
4561,VCS 97,Hydro,Yanling Shendu Hydropower Project,China,VCS,5000,1.58,Offer,CBL,2023-02-17,0.0,,2023,2,1,2011
4562,VCS 26,Hydro,Gansu Diebu Niaojiaga 12.9 MW Hydropower Station Project,China,VCS,9747,1.98,Offer,CBL,2023-02-17,0.0,,2023,2,1,2013
4563,VCS 97,Hydro,Yanling Shendu Hydropower Project,China,VCS,9000,1.66,Offer,CBL,2023-02-17,0.0,,2023,2,1,2011
4564,VCS 371,Hydro,Guangdong Lankou 26MW Hydro Power Project,China,VCS,10000,1.38,Offer,CBL,2023-02-17,0.0,,2023,2,1,2012
4565,GS 7526,Solar,BMT Solar Farm,Viet Nam,GS-SDG,1000,12.5,Offer,CBL,2023-02-17,0.0,,2023,2,1,2019
4566,GS 7551,Solar,AMI Khanh Hoa Solar Project,Viet Nam,GS-SDG,1000,12.5,Offer,CBL,2023-02-17,0.0,,2023,2,1,2019
4567,VCS 934,REDD,Mai Ndombe,Congo,VCS-CCB,100,6.85,Offer,CBL,2023-02-17,1.0,,2023,2,1,2016
4568,VCS 934,REDD,Mai Ndombe,Congo,VCS-CCB,25000,6.0,Offer,CBL,2023-02-17,1.0,,2023,2,1,2016
4569,VCS 1566,REDD,REDD+ Project Resguardo Indigena Unificado Selva de Mataven,Colombia,VCS-CCB,32441,2.5,Offer,CBL,2023-02-17,0.0,,2023,2,1,2016
4570,VCS 674,REDD,Rimba Raya,Indonesia,VCS-CCB-SDG,100,15.0,Bid,CBL,2023-02-17,0.0,,2023,2,1,2017
4571,VCS 674,REDD,Rimba Raya,Indonesia,VCS-CCB-SDG,3658,15.0,Offer,CBL,2023-02-17,0.0,,2023,2,1,2017
4572,VCS 1748,REDD,Southern Cardamom,Cambodia,VCS-CCB-SDG,3734,3.5,Offer,CBL,2023-02-17,1.0,,2023,2,1,2016
4573,VCS 1382,REDD,"The Envira Amazonia Project - A Tropical Forest Conservation Project in Acre, Brazil",Brazil,VCS-CCB,6000,4.75,Offer,CBL,2023-02-17,0.0,,2023,2,1,2017
4574,VCS 1650,REDD,Keo Seima Wildlife Sanctuary,Cambodia,VCS-CCB,5000,8.0,Offer,CBL,2023-02-17,1.0,,2023,2,1,2017
4575,VCS 674,REDD,Rimba Raya,Indonesia,VCS-CCB-SDG,100,15.0,Trade,CBL,2023-02-17,0.0,,2023,2,1,2017
4576,VCS 1566,REDD,REDD+ Project Resguardo Indigena Unificado Selva de Mataven,Colombia,VCS-CCB,32441,2.5,Trade,CBL,2023-02-17,0.0,,2023,2,1,2016
4577,VCS 674,REDD,Rimba Raya,Indonesia,VCS-CCB-SDG,313,10.9,Trade,CBL,2023-02-17,0.0,,2023,2,1,2014
4578,GS 7312,Cookstoves,Promoting improved cooking practices in nigeria,Nigeria,GS-SDG,1250,10.5,Trade,CBL,2023-02-17,0.0,,2023,2,1,2020
4579,VCS 2250,ARR; WRC,Delta Blue Carbon 1,Pakistan,VCS-CCB,112,30.5,Trade,CBL,2023-02-17,0.0,,2023,2,1,2017
4580,GS 7312,Cookstoves,Promoting improved cooking practices in nigeria,Nigeria,GS-SDG,346,11.0,Trade,CBL,2023-02-17,0.0,,2023,2,1,2021
4581,VCS 1067,REDD,Reduction of deforestation and degradation in Tambopata National Reserve and Bahuaja-Sonene National Park,Peru,VCS-CCB,100000,10.5,Bid,ICAP,2023-02-17,0.0,,2023,2,1,2020
4582,VCS 1067,REDD,Reduction of deforestation and degradation in Tambopata National Reserve and Bahuaja-Sonene National Park,Peru,VCS-CCB,41000,10.3,Trade,ICAP,2023-02-17,0.0,,2023,2,1,2020
4583,VCS 1382,REDD,"The Envira Amazonia Project - A Tropical Forest Conservation Project in Acre, Brazil",Brazil,VCS-CCB,100000,3.7,Offer,Tullets,2023-02-17,0.0,,2023,2,1,2014
4584,VCS 1382,REDD,"The Envira Amazonia Project - A Tropical Forest Conservation Project in Acre, Brazil",Brazil,VCS-CCB,1440,6.0,Offer,Tullets,2023-02-17,0.0,,2023,2,1,2015
4585,VCS 2082,ARR,Qianbei Afforestation Project,China,VCS,0,12.25,Offer,Tullets,2023-02-17,0.0,,2023,2,1,2020
4586,VCS 2982,Cookstoves,BioLite Improved Cook stoves Programme,Kenya,VCS-SDG,95000,8.0,Offer,Tullets,2023-02-17,0.0,,2023,2,1,2020
4587,GS 6597,Cookstoves,Promoting Clean Cooking Solutions for the Disadvantaged Household in Nepal,Nepal,GS-SDG,3000,11.0,Offer,Tullets,2023-02-17,1.0,,2023,2,1,2018
4588,GS 10789,Cookstoves,ECOA_BURN Multi-Country Clean Cooking Programme,Africa (Multi-Country),GS-SDG,10000,11.25,Offer,Tullets,2023-02-17,0.0,,2023,2,1,2021
4589,GS 5047,Cookstoves,African Improved Cookstoves and Clean Water Programme PoA,Rwanda,GS-SDG,0,12.6,Offer,ICAP,2023-02-20,1.0,,2023,2,1,2021
4590,VCS 1899,ARR; WRC,Sumatra Merang Peatland Project,Indonesia,VCS-CCB,0,12.75,Offer,ICAP,2023-02-20,0.0,,2023,2,1,2019
4591,VCS 2250,ARR; WRC,Delta Blue Carbon 1,Pakistan,VCS-CCB,0,31.0,Offer,ICAP,2023-02-20,0.0,,2023,2,1,2019
4592,VCS 2556,ARR,Southern Paraguay Sustainable Afforestation Project,Paraguay,VCS,0,14.0,Offer,ICAP,2023-02-20,0.0,,2023,2,1,2017
4593,VCS 1522,Run of river,Soubre Hydropower Project,Ivory Coast,VCS-SDG,2000,3.25,Offer,CBL,2023-02-21,0.0,,2023,2,1,2017
4594,VCS 1748,REDD,Southern Cardamom,Cambodia,VCS-CCB-SDG,3734,3.75,Offer,CBL,2023-02-21,1.0,,2023,2,1,2016
4595,VCS 1115,REDD,JARI/AMAPA REDD+ Project,Brazil,VCS-CCB,1741,5.5,Offer,CBL,2023-02-21,0.0,,2023,2,1,2018
4596,VCS 1199,Run of river,Bugoye 13MW Run of River Hydro Project,Uganda,VCS,27243,3.25,Offer,CBL,2023-02-21,1.0,,2023,2,1,2015
4597,VCS 487,Hydro,"210 MW Musi Hydro Power Plant, Bengkulu",Bengkulu,VCS,21757,2.25,Offer,CBL,2023-02-21,0.0,,2023,2,1,2016
4598,VCS 1522,Run of river,Soubre Hydropower Project,Ivory Coast,VCS-SDG,10543,3.25,Offer,CBL,2023-02-21,0.0,,2023,2,1,2019
4599,GS 2940,ARR,CO2OL Tropical Mix,Panama,GS-SDG,719,10.1,Trade,CBL,2023-02-21,0.0,,2023,2,1,2014
4600,VCS 1935,IFM,Hubei Hongshan IFM (Conversion of Logged to Protected Forest) Project,China,VCS-CCB,1000,3.2,Trade,CBL,2023-02-21,0.0,,2023,2,1,2015
4601,VCS 2252,REDD,Rio Anapu-Pacaja,Brazil,VCS-CCB,0,10.4,Trade,ICAP,2023-02-21,0.0,,2023,2,1,2020
4602,VCS 1899,ARR; WRC,Sumatra Merang Peatland Project,Indonesia,VCS-CCB,0,13.0,Offer,ICAP,2023-02-21,0.0,,2023,2,1,2019
4603,VCS 1748,REDD,Southern Cardamom,Cambodia,VCS-CCB-SDG,6500,4.0,Offer,CBL,2023-02-22,1.0,,2023,2,1,2017
4604,GS 10900,Cookstoves,"Up Energy Improved Cookstoves Programme , Uganda - CPA No 002",Uganda,GS-SDG,1000,10.0,Offer,CBL,2023-02-22,1.0,,2023,2,1,2021
4605,VCS 536,Hydro,Uluabat Hydroelectric Power Plant,Turkey,VCS,3125,2.4,Bid,CBL,2023-02-22,0.0,,2023,2,1,2015
4606,VCS 536,Hydro,Uluabat Hydroelectric Power Plant,Turkey,VCS,12551,2.4,Offer,CBL,2023-02-22,0.0,,2023,2,1,2015
4607,VCS 1935,IFM,Hubei Hongshan IFM (Conversion of Logged to Protected Forest) Project,China,VCS-CCB,89000,3.3,Offer,Tullets,2023-02-22,0.0,,2023,2,1,2015
4608,VCS 1812,Wind,VRTM Renewable Energy,Brazil,VCS,0,7.25,Offer,Tullets,2023-02-22,0.0,,2023,2,1,2020
4609,VCS 1903,Wind,VTRM Renewable Energy 2,Brazil,VCS,0,7.25,Offer,Tullets,2023-02-22,0.0,,2023,2,1,2020
4610,VCS 2539,REDD,EVERGREEN REDD+ PROJECT,Brazil,VCS,15000,5.0,Offer,Tullets,2023-02-22,0.0,,2023,2,1,2020
4611,VCS 1867,Wind,Ningxia Xiangshan Wind Farm Project,China,VCS-SDG,100000,2.3,Offer,Tullets,2023-02-22,0.0,,2023,2,1,2019
4612,VCS 1792,Solar,Ghani solar renewable power project by greenko group,India,VCS-SDG,80000,2.3,Offer,Tullets,2023-02-22,0.0,,2023,2,1,2019
4613,GS 11196,Cookstoves,CPA 051 - Charcoal Stoves in Kenya,Kenya,GS-SDG,50000,11.0,Offer,Tullets,2023-02-22,0.0,,2023,2,1,2021
4614,GS 11197,Cookstoves,CPA 052 - Charcoal Stoves in Kenya,Kenya,GS-SDG,50000,11.0,Offer,Tullets,2023-02-22,0.0,,2023,2,1,2021
4615,GS 10790,Cookstoves,Efficient and Clean Cooking for households in Somalia,Somalia,GS-SDG,30000,11.5,Offer,Tullets,2023-02-22,1.0,,2023,2,1,2020
4616,VCS 3161,Cookstoves,Displacement of Firewood by Household Biogas Stoves in India,India,VCS,72000,10.0,Offer,Tullets,2023-02-22,0.0,,2023,2,1,2020
4617,VCS 1477,ARR; REDD; WRC,Katingan Peatland Restoration and Conservation Project,Indonesia,VCS-CCB,25077,10.5,Offer,CBL,2023-02-23,0.0,,2023,2,1,2018
4618,VCS 2478,Fugitive emissions,Reducing Gas Leakages within the Titas Gas Distribution Network in Bangladesh,Bangladesh,VCS-SDG,8334,4.5,Offer,CBL,2023-02-23,1.0,,2023,2,1,2018
4619,VCS 1859,Solar,Heqing Solar Cooker Project II,China,VCS,18927,6.5,Offer,CBL,2023-02-23,0.0,,2023,2,1,2017
