,Project ID,Project Name,Project Proponent,Project Type,AFOLU Activities,Methodology,Status,Country/Area,Estimated Annual Emission Reductions,Region,Project Registration Date,Crediting Period Start Date,Crediting Period End Date,Additional Issuance Certifications
2975,630,13.65 MW Captive Wind Energy Project in Tirunelveli,Loyal Textiles Mills Ltd.,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,India,16249,Asia,2020-04-06,2018-03-25,2025-03-24,
2976,1131,"13.65 MW Wind Power Project of Khatau Narbheram & Co. in Tamil Nadu, India.",KHATAU NARBHERAM & CO.,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,India,26813,Asia,2013-09-06,2013-09-01,2023-08-31,
2977,624,"15 MW Biomass Residue Based Power Project at Ghazipur, India",Sukhbir Agro Energy Limited,Energy industries (renewable/non-renewable sources),,ACM0006,Registered,India,67259,Asia,2020-04-06,,,
2978,365,"“20 MW biomass based cogeneration project” at Nelavoy Village, Andhra Pradesh, India",Sagar Sugars and Allied Products Limited,Manufacturing industries,,ACM0006,Registered,India,34019,Asia,2010-03-23,,,
2979,347,"8.5 MW Bundled grid-connected wind electricity generation project at Tirunelveli, Tamil Nadu, India",Multiple Proponents,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,India,19456,Asia,2020-04-06,,,
2980,628,Generation of electricity in Maharashtra from Bundled Wind Energy Project Activity,RESURGE ENERGY PRIVATE LIMITED,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,India,61494,Asia,2020-04-06,2016-04-01,2026-03-31,
2981,1042,Oaxaca III Wind Energy Project,CE OAXACA TRES S. DE R.L. DE C.V.,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,Mexico,399288,Latin America,2013-05-20,,,
2982,1041,OAxaca IV Wind Energy Project,CE OAXACA CUATRO S. DE R.L. DE C.V.,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,Mexico,245015,Latin America,2020-04-06,,,
2983,1043,Oaxaca II Wind Energy Project,CE OAXACA DOS S. DE R.L. DE C.V.,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,Mexico,240159,Latin America,2013-05-31,,,
2984,417,P.S.C Starch Wastewater Treatment and Biogas Utilization Project,P.S.C. Starch Products Public Company Limited,Waste handling and disposal,,AMS-I.D.; AMS-III.H.,Registered,Thailand,36973,Asia,2020-04-06,,,
2985,423,"2.225 MW wind power project in Tamil Nadu, India.",Multiple Proponents,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,India,4600,Asia,2020-04-06,2016-04-10,2026-04-09,
2986,477,20 MW Enercon Windfarms (SAI) Pvt. Limited in Maharashtra,Enercon (India) Limited,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,India,27593,Asia,2010-08-04,2017-05-01,2027-04-30,
2987,610,"4.50 MW Akkihebbal Mini Hydel Scheme, Cauvery Hydro Energy Ltd., India",Cauvery Hydro Energy Limited,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,India,10000,Asia,2020-04-06,,,
2988,1168,"Kulera Landscape REDD+ Program for Co-Managed Protected Areas, Malawi",Multiple Proponents,Agriculture Forestry and Other Land Use,REDD,VM0006,Registered,Malawi,210421,Africa,2020-04-06,2009-10-01,2039-09-30,CCB-Biodiversity Gold; CCB-Climate Gold; CCB-Community Gold
2989,631,"13.25 MW Wind Power Generation by RMTL, in Kutch, Gujarat",Ratnamani Metals & Tubes Limited,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,India,23960,Asia,2020-04-06,,,
2990,857,9.9 MW Bundled Wind Power Project in Maharashtra by REI Agro Limited,Multiple Proponents,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,India,15710,Asia,2012-07-12,2016-04-01,2026-03-31,
2991,369,"12.25 MW Bundled grid-connected wind electricity generation project, Tamil Nadu, India",Multiple Proponents,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,India,27386,Asia,2010-03-24,2016-03-28,2026-03-27,
2992,147,"9.75 MW WIND POWER PROJECT AT CHITRADURGA, KARNATAKA, INDIA BY ESWARI GROUP.",Multiple Proponents,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,India,19280,Asia,2020-04-06,,,
2993,1580,Solar Grouped project by ACME Group (EKIESL-VCS-Aug-16-01),Multiple Proponents,Energy industries (renewable/non-renewable sources),,ACM0002; AMS-I.D.,Registered,India,730457,Asia,2020-04-06,2015-06-22,2025-06-21,
2994,437,"12 MW Wind Power Project in Kutch, Gujarat",Gautam Freight Pvt. Ltd (GFPL),Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,India,21699,Asia,2020-04-06,,,
2995,311,"12.15 MW Wind Power Project located at Kutch, Gujarat",ERA LANDMARKS LTD,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,India,24497,Asia,2010-02-08,,,
2996,894,Yunnan Sinanjiang Hydropower Project,Yunnan Dianneng Sinanjiang Hydropower Development,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,696245,Asia,2012-09-14,2016-11-01,2023-10-31,
2997,1579,Renewable Energy Project in Rajasthan & Maharashtra,LNB Renewable Energy Private Limited,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,India,25616,Asia,2017-01-20,2014-12-05,2024-12-04,
2998,1578,15 MW Solar Photovoltaic Power Project at Gujarat,ACME Solar Technologies (Gujarat) Private Limited,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,India,24520,Asia,2020-04-06,2022-03-13,2032-03-12,
2999,911,Grid Connected Wind Energy Project in Tamil Nadu,CLP Wind Farms (Theni - Project II) Private Limited,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,India,108219,Asia,2020-06-04,,,
3000,432,"Xiaoshan Power Plant’s NG Power Generation Project of Zhejiang Southeast Electric Power Co., Ltd.","Zhejiang Southeast Electric Power Co., Ltd.",Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,937067,Asia,2020-04-06,,,
3001,400,"Zhejiang Provincial Energy Group Zhenhai Natural Gas Power Generation Co., Ltd.’s NG Power Generation Project","Zhejiang Southeast Electric Power Co., Ltd.",Energy industries (renewable/non-renewable sources),,AM0029,Registered,China,937067,Asia,2020-04-06,2017-01-09,2027-01-08,
3002,1577,Fujian Yong’an Improved Forest Management Project,"Yong’an Forestry Bureau of Fujian province, P.R.China",Agriculture Forestry and Other Land Use,IFM,VM0010,Registered,China,57455,Asia,2020-04-06,2011-07-01,2031-06-30,
3003,1161,Bali Landfill Gas Recovery to Electricity Project,Environmental Protection Bureau of Taipei County,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,Taiwan,1574,Asia,2020-04-06,,,
3004,562,The Kasigau Corridor REDD Project – Phase I Rukinga Sanctuary,Wildlife Works Carbon LLC,Agriculture Forestry and Other Land Use,REDD,VM0009,Registered,Kenya,251432,Africa,2020-06-04,2005-01-01,2034-12-31,CCB-Biodiversity Gold; CCB-Climate Gold
3005,1023,Grid Connected Wind Power Project by M/s Giriraj Enterprises in Madhya Pradesh,M/s Giriraj Enterprises,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,India,23859,Asia,2014-01-14,,,
3006,988,“Hot Air Generation Using Renewable Biomass Fuel for Spray Drying Application in Orient Ceramics & Industries Limited (OCIL)”,Orient Bell Limited,Energy industries (renewable/non-renewable sources),,AMS-I.C.,Registered,India,10612,Asia,2013-03-07,2018-01-21,2028-01-20,
3007,566,10 MW Wind Power Project in Maharashtra by Deepak Fertilizers and Petrochemicals Corporation Limited,Deepak Fertilisers and Petrochemical Corp. Ltd.,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,India,14313,Asia,2020-04-06,,,
3008,224,"10 MW Grouped Wind Power Project in Maharashtra State, India",M/s Nagreeka Foils Limited,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,India,15872,Asia,2020-04-06,2016-04-01,2026-03-31,
3009,1110,10.5 MW wind mill project of ICF in the state of Tamil Nadu,Integral Coach Factory,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,India,24009,Asia,2013-07-24,2018-01-01,2024-12-31,
3010,237,7.5 MW Wind Power Project by M/s. NITCO Limited in Maharashtra,M/s. NITCO Limited,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,India,11903,Asia,2009-12-08,,,
3011,111,"Kalealti 15 MW Hydropower Plant, Turkey",Tektuð Elektrik Üretim A.Þ.,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,Turkey,29885,Middle East,2020-04-06,2016-11-30,2026-11-29,
3012,129,10 MW biomass based power project of Ind Power Limited.,Ind Power Limited,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,India,34129,Asia,2009-09-24,,,
3013,310,10 MW Bundled Wind Power Project by Era Infra Engineering Limited,ERA INFRA ENGINEERING LTD,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,India,14630,Asia,2010-02-08,2016-09-30,2026-09-29,
3014,731,“Bundle-V bundled grid connected wind power project in the state of Gujarat”,RESURGE ENERGY PRIVATE LIMITED,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,India,31220,Asia,2020-04-06,,,
3015,858,"10.2 MW Grid Connected Wind Energy Project in Gujarat, India",Multiple Proponents,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,India,15000,Asia,2012-07-12,2017-07-01,2027-06-30,
3016,801,"10 MW Biomass Based Power Generation Project by Rake Power Limited at Ramtek, Nagpur",Rake Power Limited,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,India,40244,Asia,2020-04-06,,,
3017,637,12 MW Wind Electricity Generation Farm at Radhapuram by M/s Surana Industries Limited,SURANA INDUSTRIES LTD,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,India,25812,Asia,2020-04-06,2016-04-01,2026-03-31,
3018,619,15 MW Grid Connected Renewable Energy Wind Turbine in Karnataka,MINERAL ENTERPRISES LIMITED,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,India,32275,Asia,2020-04-06,2016-04-01,2026-03-31,
3019,564,"12 MW Grid connected Wind Power Project, Gujarat State, India",Ansal Properties & Infrastructure Limited,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,India,21000,Asia,2020-04-06,,,
3020,373,"“Surplus power generation for grid” at Vayyuru, Andhra Pradesh",K.C.P SUGAR AND INDUSTRIES CORPORATION LIMITED,Energy industries (renewable/non-renewable sources),,ACM0006,Registered,India,16217,Asia,2010-03-30,,,
3021,1395,Bajo Calima y Bahía Málaga (BCBM) REDD+ Project,Multiple Proponents,Agriculture Forestry and Other Land Use,REDD,VM0006,Registered,Colombia,498719,Latin America,2020-04-06,2013-08-26,2043-08-25,CCB-Community Gold
3022,1212,"10 MWp Grid Interactive Solar Power Project in Gujarat Solar Park, India",M/s. Emami Cement Limited.,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Under validation,India,14958,Asia,,2019-12-01,2026-11-30,
3023,1140,Henan Xinxiang 24MW Biomass based Cogeneration Project,"Xinxiang Tianjie Bio-Power Generation Co., Ltd",Energy industries (renewable/non-renewable sources),,ACM0006,Registered,China,55874,Asia,2013-09-11,2019-10-28,2029-10-27,
3024,1574,Bundled Solar VCS Project by EKIESL (EKIESL- VCS.Oct 2016-01),Multiple Proponents,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,India,131339,Asia,2022-07-29,2015-03-31,2025-03-30,
3025,958,BIOCORREDOR MARTIN SAGRADO REDD+ PROJECT,Pur Projet,Agriculture Forestry and Other Land Use,REDD,VM0015,Registered,Peru,219722,Latin America,2020-04-06,2010-01-01,2049-12-31,CCB-Biodiversity Gold; CCB-Climate Gold; CCB-Community Gold
3026,852,Rio Bravo Climate Action Project,Programme for Belize,Agriculture Forestry and Other Land Use,REDD,VM0007,Registered,Belize,94970,North America,2020-04-06,,,
3027,1347,KSAIL Bagasse Power Project,Viability Incentives,Energy industries (renewable/non-renewable sources),,ACM0006,Registered,Kenya,45118,Africa,2016-10-20,2015-01-01,2024-12-31,
3028,786,Hyundai Steel Waste Energy Cogeneration Project,Multiple Proponents,Energy industries (renewable/non-renewable sources); Manufacturing industries,,ACM0012,Registered,South Korea,1774699,Asia,2020-04-06,2020-03-24,2030-03-23,
3029,304,Fundao Santa-Clara Energetic Complex Project (FSCECP),Centrais Eletricas do Rio Jordao S.A. - ELEJOR,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,Brazil,265585,Latin America,2020-04-06,2021-10-01,2028-09-30,
3030,1314,Guohua Tongliao Kezuo Zhongqi Phase II 49.5 MW Wind Farm Project,"Guohua (Tongliao) Wind Power Co., Ltd.",Energy industries (renewable/non-renewable sources),,ACM0002,Under validation,China,120475,Asia,,2016-08-05,2023-08-04,
3031,1572,Maldonado II Wind Farm,"R DEL ESTE, S.A.",Energy industries (renewable/non-renewable sources),,ACM0002,Registered,Uruguay,84718,Latin America,2017-02-27,2016-06-16,2026-06-15,
3032,197,Kamiranga Ceramic Fuel Switching Project,Multiple Proponents,Energy industries (renewable/non-renewable sources),,AMS-I.E.,Registered,Brazil,29828,Latin America,2020-04-06,,,
3033,158,Menegalli Ceramic Fuel Switching Project,Multiple Proponents,Energy industries (renewable/non-renewable sources),,AMS-I.E.,Registered,Brazil,26503,Latin America,2020-04-06,,,
3034,1024,"Grid Connected Wind Power Project by M/s. Giriraj Enterprises at Tejuva, Rajasthan",M/s Giriraj Enterprises,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,India,13600,Asia,2014-01-14,2021-03-31,2031-03-30,
3035,1570,BUNDLED WIND VCS PROJECT BY EKIESL (EKIESL- VCS.SEPT 2016-01),Multiple Proponents,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,India,309616,Asia,2020-04-06,2016-01-01,2025-12-31,
3036,1571,Manoa REDD+ Project,Multiple Proponents,Agriculture Forestry and Other Land Use,REDD,VM0015,Registered,Brazil,279290,Latin America,2020-04-06,2013-01-01,2042-12-31,
3037,431,6.2 MW Bundled Wind Power Project in India,Multiple Proponents,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,India,9246,Asia,2020-04-06,,,
3038,977,RMDLT Portel - Para REDD Project,RMDLT Property Group Ltd.,Agriculture Forestry and Other Land Use,REDD,VM0015,Registered,Brazil,553273,Latin America,2020-04-06,2019-01-01,2058-12-31,
3039,1218,"Evio Kuiñaji Ese´Eja Cuana, To Mitigate Climate Change, Madre de Dios - Perú",Multiple Proponents,Agriculture Forestry and Other Land Use,REDD,VM0007,Registered,Peru,114410,Latin America,2020-04-29,2011-07-01,2031-06-30,
3040,1134,52.50 MW Wind energy farm at Mokla Rajasthan by HZL,Hindustan Zinc Limited,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,India,85863,Asia,2020-04-06,2019-12-01,2026-11-30,
3041,1135,27.3 MW Wind energy farm at Mokla Rajasthan by HZL,Hindustan Zinc Limited,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,India,44627,Asia,2020-04-06,2019-12-01,2026-11-30,
3042,1136,25.5 MW Wind Energy Farm at Nandurbar Maharashtra by HZL,Hindustan Zinc Limited,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,India,42912,Asia,2020-04-06,2019-12-01,2026-11-30,
3043,1137,"21 MW Wind energy farm at Palladam, TamilNadu by HZL",Hindustan Zinc Limited,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,India,42131,Asia,2020-04-06,2019-12-01,2026-11-30,
3044,1138,9 MW Wind Energy Farm at Jodhpur Rajasthan by HZL,Hindustan Zinc Limited,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,India,14846,Asia,2020-04-06,2019-12-01,2026-11-30,
3045,1139,"15 MW Wind energy farm at Gopalpura, Karnataka by HZL",Hindustan Zinc Limited,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,India,31875,Asia,2020-04-06,2019-12-01,2026-11-30,
3046,677,9 MW grid-connected wind electricity generation by GNFC,Gujarat Narmada Valley Fertilizers Company Ltd.,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,India,16000,Asia,2011-08-03,,,
3047,1328,Araku Valley Livelihood Project,Livelihoods Fund SICAV SIF,Agriculture Forestry and Other Land Use,ARR,AR-ACM0003,Registered,India,80660,,2020-04-06,2010-08-27,2030-08-26,
3048,1122,April Salumei REDD Project,Rainforest Project Management Limited.,Agriculture Forestry and Other Land Use,IFM; REDD,VM0007; VM0010,On Hold,Papua New Guinea,1032650,Oceania,2020-04-06,2009-05-22,2047-05-21,
3049,1569,Karacabey Wind Power Project,Yalova Rüzgar Enerjisinden Elektrik Üretim Anonim Sirketi,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,Turkey,56264,Asia,2020-04-06,2016-10-12,2026-10-11,
3050,1409,Yalnizardiç Dam and Berat HEPP,AKKOY ENERJI A.S.,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,Turkey,30519,Middle East,2022-01-17,2015-03-19,2025-03-18,
3051,1567,Wind Power Project in Rajasthan by LWEPL,Lalpur Wind Energy Private Limited,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,India,73290,Asia,2016-09-22,2014-06-29,2024-06-28,
3052,1568,"Wind Power Project by ASTRA LIFECARE (INDIA) PRIVATE LIMITED at GUJARAT, INDIA",Multiple Proponents,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Under validation,India,7333,Asia,,,,
3053,576,"Restoration of degraded areas and reforestation in Cáceres and Cravo Norte, Colombia",Asorpar Ltd.,Agriculture Forestry and Other Land Use,ARR,AR-AM0005; AR-ACM0003,Registered,Colombia,80000,Latin America,2020-04-06,2002-02-02,2032-02-01,
3054,1070,Buenos Aires Ceramic Fuel Switching Project,Patrícia Matos de Cunha LTDA,Energy industries (renewable/non-renewable sources),,AMS-I.E.,Registered,Brazil,40971,Latin America,2020-04-06,2020-01-01,2029-12-31,
3055,1066,Damlapinar Hydroelectric Power Plant Project,Cenay Elektrik Uretim Ins.San. ve Tic. Ltd,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,Turkey,44292,Middle East,2020-04-06,,,
3056,1061,Kentilux Wind Farm,Kentilux S.A.,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,Uruguay,30996,Latin America,2020-04-06,2019-12-15,2026-12-14,
3057,370,Grid connected bundled wind power project in Gujarat managed by Enercon (India) Limited,Wind World (India) Ltd.,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,India,29562,Asia,2020-04-06,,,
3058,1566,REDD+ Project Resguardo Indigena Unificado Selva de Mataven (RIU SM),Multiple Proponents,Agriculture Forestry and Other Land Use,REDD,VM0007,Registered,Colombia,3622352,Latin America,2016-12-08,2013-01-01,2042-12-31,CCB-Climate Gold
3059,339,"Utilization of renewable biomass in various thermal energy generating equipments at Shirdi Industries Limited. (SIL), Uttarakhand, India",SHIRDI INDUSTRIES LTD,Energy industries (renewable/non-renewable sources),,AMS-I.C.,Registered,India,82004,Asia,2010-03-05,,,
3060,1055,Reforesting Degraded Lands in Chile through the use of Mycorrhizal Inoculation,Mikro-Tek Inc.,Agriculture Forestry and Other Land Use,ARR,AR-ACM0003,Registered,Chile,16864,Latin America,2020-04-06,2003-06-01,2043-05-31,
3061,1053,FUEL REPLACEMENT WITH WASTE GAS STREAM CONTAINING HYDROGEN AND BIOMASS AT THE CMPC,CMPC Celulosa S.A.,Energy industries (renewable/non-renewable sources); Manufacturing industries,,ACM0012; AMS-I.C.,Registered,Chile,30646,Latin America,2020-04-06,,,
3062,1054,MRO Grouped Wind Projects Phase II,Lake Region State College,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,United States,5469,North America,2020-04-06,,,
3063,1044,Ziqiang 18MW Hydropower Project in Guizhou Province China,Guizhou Zhijn Ouhua Developent Co.Ltd.,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,80181,Asia,2020-04-06,2019-11-01,2026-10-31,
3064,122,17.45 MW Bundled Wind Power Project in India,Multiple Proponents,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,India,31362,Asia,2009-08-04,,,
3065,1031,Dak Psi 3 and 4 Hydropower Project,Dak Psi Hydropower Investment and Development JSC,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,Viet Nam,89961,Asia,2020-04-06,,,
3066,1040,Inner Mongolia Hangjin Yihewusu Wind Power Project,"Inner Mongolia Xinjin Wind Power Co., Ltd.",Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,113411,Asia,2020-04-06,2018-01-01,2024-12-31,
3067,1038,Chile: Hornitos Hydroelectric Project,Colbun S.A.,Energy industries (renewable/non-renewable sources),,AM0026,Registered,Chile,66318,Latin America,2020-04-06,2022-07-01,2029-06-30,
3068,1029,San Pedro Hydropower Plant,Colbun S.A.,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,Chile,610724,Latin America,2020-04-06,2017-05-01,2027-04-30,
3069,1014,Yamanli III Hydoeletric Power Plant,MEM Enerji Elektrik Uretim San. Tic. A.S.,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,Turkey,112277,Asia,2020-04-06,,,
3070,1003,Dogançay Weir and Hydroelectric Power Plant,Enerjisa Enerji Uretim  A.S.,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,Turkey,90518,Asia,2020-04-06,2014-06-01,2024-05-31,
3071,1004,Yamanli II Hydroelectric Power Plant,Enerjisa Enerji Uretim  A.S.,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,Turkey,118265,Asia,2020-04-06,2014-07-12,2024-07-11,
3072,1006,Bursa Light Rail System II Phase,T.C. Bursa Metropolitan Municipality (BMM),Transport,,ACM0016,Registered,Turkey,14794,Asia,2020-04-06,2014-01-01,2023-12-31,
3073,925,Bundled Wind Power Project by M/s D. J Malpani,D. J Malpani,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,India,11233,Asia,2020-06-04,,,
3074,72,Heilongjiang Mulan Windfarm Project,"Heilongjiang Huafu Mulan Wind power Co., Ltd.",Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,China,27749,Asia,2020-04-06,,,
3075,259,"R.S.J OZONE BUNDLED WIND FARM EMISSION OFFSET PROJECT, - PHASE IV",R.S.J.Ozone Private Limited,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,India,74041,Asia,2009-12-25,,,
3076,429,Grouped Wind Power Project in India,Multiple Proponents,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,India,140590,Asia,2020-04-06,2016-04-01,2026-03-31,
3077,412,"Bundled wind energy generation projects in Gujarat, India",Wind World (India) Ltd.,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,India,91266,Asia,2020-04-06,,,
3078,934,The Mai Ndombe REDD+ Project,Wildlife Works Carbon LLC,Agriculture Forestry and Other Land Use,REDD,VM0009,Registered,"Congo, The Democratic Republic of The",5671613,Africa,2020-04-06,2011-03-14,2041-03-13,CCB-Biodiversity Gold; CCB-Climate Gold
3079,835,"44.40 MW Wind Energy Project by Ruchi Soya Industries Limited, India",Ruchi Soya Industries Limited,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,India,81853,Asia,2020-04-06,,,
3080,1390,Carmen del Darién (CDD) REDD+ Project,Multiple Proponents,Agriculture Forestry and Other Land Use,REDD,VM0006,Registered,Colombia,462190,Latin America,2020-04-06,2014-01-28,2044-01-27,CCB-Community Gold
3081,1564,"Landfill gas recovery and electricity generation at “Mtoni Dumpsite”, Dar Es Salaam, Tanzania - CER Conversion",Credits transferred from approved GHG program,Waste handling and disposal,,ACM0001,Units Transferred from Approved GHG Program,Tanzania,202271,Africa,,,,
3082,1563,"Adani Enterprises Limited Solar PV Power Project in Gujarat, India",Adani Enterprises Limited,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,India,15327,Asia,2016-09-08,2018-12-14,2025-12-13,
3083,142,"Reforestation of degraded grasslands in Uchindile & Mapanda, Tanzania",Green Resources Tanzania Ltd (GRL),Agriculture Forestry and Other Land Use,ARR,AR-AM0005,Registered,Tanzania,25000,Africa,2020-04-06,2002-01-01,2100-12-31,
3084,403,Siam Cement Biomass Project,"SCG Cement Co., Ltd.",Manufacturing industries,,ACM0003,Registered,Thailand,107356,Asia,2020-04-06,2016-04-01,2026-03-31,
3085,425,Sahamitr Tapioca Chonburi Wastewater Treatment and Biogas Utilization Project,Sahamitr Tapioca Chonburi,Energy industries (renewable/non-renewable sources); Waste handling and disposal,,AMS-I.C.; AMS-I.D.; AMS-III.H.,Registered,Thailand,8061,Asia,2020-04-06,,,
3086,956,"Anaerobic digestion at Animalia Genetics Ltd., Cyprus",Animalia Genetics Ltd.,"Livestock, enteric fermentation, and manure management",,AMS-III.D.,Registered,Cyprus,6390,Europe,2013-01-10,,,
3087,875,FLORESTAL SANTA MARIA PROJECT,Caragua,Agriculture Forestry and Other Land Use,REDD,VM0007,Registered,Brazil,997444,Latin America,2020-04-06,2009-04-13,2039-04-12,
3088,1396,Rio Pepe y ACABA REDD+ Project,Multiple Proponents,Agriculture Forestry and Other Land Use,REDD,VM0006,Registered,Colombia,224050,Latin America,2020-04-06,2014-12-01,2044-11-30,CCB-Community Gold
3089,1408,Chyulu Hills REDD+ Project,Chyulu Hills Conservation Trust,Agriculture Forestry and Other Land Use,REDD,VM0009,Registered,Kenya,1100943,Africa,2020-04-06,2013-09-19,2043-09-18,CCB-Biodiversity Gold; CCB-Climate Gold; CCB-Community Gold
3090,1353,"Bundled Wind Power Project in Tamilnadu, India, co-ordinated by Tamilnadu Spinning Mills Association (TASMA-V2)",TAMILNADU SPINNING MILLS ASSOCIATION (TASMA),Energy industries (renewable/non-renewable sources),,ACM0002,Registered,India,417392,Asia,2020-04-06,,,
3091,389,1.2 MW World Institute of Sustainable Energy Wind Farm in Karnataka,World Institute of Sustainable Energy,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,India,2595,Asia,2020-04-06,,,
3092,248,"1.25 MW Wind Power Project by M/s. Garden Court Distilleries Pvt. Ltd. at Sangli, Maharashtra, India",M/s. Garden Court Distilleries Pvt. Ltd.,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,India,1984,Asia,2009-12-16,2016-03-31,2026-03-30,
3093,998,01 million Compact Fluorescent Lamps (EVN-2010) Project in Vietnam,Vietnam Electricity (EVN),Energy demand,,AMS-II.J.,Registered,Viet Nam,20258,Asia,2020-04-06,,,
3094,550,"1.5 MW Rice Husk Based Cogeneration Project at Rajaram Maize Products, Mohad, Dist. Rajnandgaon (CG), India",Rajaram maize Products,Energy industries (renewable/non-renewable sources),,AMS-I.C.,Registered,India,20000,Asia,2010-11-01,,,
3095,1562,Hydroelectric Project Aures Bajo,Aures Bajo S.A E.S.P,Energy industries (renewable/non-renewable sources),,ACM0002,Under development,Colombia,38148,Latin America,,2018-01-01,2024-12-31,
3096,1561,Sustainable Forestry Management Plan Capture and Sequestration Carbon,Global Servicos de Engenharia,Agriculture Forestry and Other Land Use,REDD,VM0007; AR-ACM0003,Under development,Brazil,99696,Latin America,,2016-05-05,2046-05-04,
3097,1203,Suzlon 8.40 MW Wind Power Project,Kishangarh Hi-tech Textile Park,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,India,13081,Africa,2020-04-06,2020-12-31,2030-12-30,
3098,1186,Viñales biomass power plant,Celulosa Arauco y Constitución S.A.,Energy industries (renewable/non-renewable sources),,ACM0006,Registered,Chile,258093,Latin America,2020-04-06,2014-07-01,2024-06-30,
3099,1560,Tejuva-Chandgarh Wind Project,CLP Wind Farms (India) Private Limited,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,India,364244,Asia,2020-04-06,2015-03-29,2025-03-28,
