,Project ID,Project Name,Project Proponent,Project Type,AFOLU Activities,Methodology,Status,Country/Area,Estimated Annual Emission Reductions,Region,Project Registration Date,Crediting Period Start Date,Crediting Period End Date,Additional Issuance Certifications
0,4261,Aksaray Landfill Gas Power Plant Project,Multiple Proponents,Energy industries (renewable/non-renewable sources); Waste handling and disposal,,ACM0001,Under validation,Turkey,29019,Middle East,,2021-12-03,2028-12-02,
1,4263,Sepoti REDD Project,Future Carbon Holding S.A.,Agriculture Forestry and Other Land Use,REDD,VM0015,Under validation,Brazil,26069,Latin America,,2022-10-22,2052-10-21,
2,4247,HISAR BIOGAS POWER PLANT,Multiple Proponents,Waste handling and disposal,,AM0073,Under validation,Turkey,250008,Middle East,,2021-06-28,2028-06-27,
3,4249,Ordu Landfill Gas to Electricity Project,Ordu Yenilenebilir Enerji Elektrik Üretim Sanayi ve Ticaret Anonim Şirketi,Energy industries (renewable/non-renewable sources); Waste handling and disposal,,ACM0001,Under validation,Turkey,38967,Europe,,2021-06-24,2028-06-23,
4,4250,CLEAN COOKSTOVE FOR GARO COMMUNITIES,GHE Impact Ventures Private Limited,Energy demand,,VMR0006,Under validation,India,95375,Asia,,2022-10-19,2029-10-18,
5,4248,Haishang Shaoyang Composting Project,"Shaoyang County Haishang Ecological Agriculture Technology Co., Ltd.",Waste handling and disposal,,AMS-III.F.,Under validation,China,58858,Asia,,2021-08-01,2031-07-31,
6,4251,Vega Diyarbakir Waste to Energy Project,Multiple Proponents,Energy industries (renewable/non-renewable sources); Waste handling and disposal,,ACM0001; ACM0022,Under validation,Turkey,182826,Middle East,,2021-06-11,2028-06-10,
7,4245,Biogas to electricity generation group project in India,EKI Energy Services Limited,Energy industries (renewable/non-renewable sources); Waste handling and disposal,,AMS-I.F.; AMS-III.D.,Under validation,India,4877,Asia,,2021-06-22,2028-06-21,
8,4241,GAZIANTEP BIOGAS POWER PLANT,Multiple Proponents,Waste handling and disposal,,AM0073,Under validation,Turkey,185910,Middle East,,2022-04-22,2029-04-21,
9,4235,Improved cropland management project in Anyang,"Harbin Ruying Technology Co., Ltd.",Agriculture Forestry and Other Land Use,ALM,VM0042,Under validation,China,230000,Asia,,2020-09-01,2120-08-31,
10,4237,Public Lighting in Brazil Grouped Project,Future Carbon Holding S.A.,Energy demand,,AMS-II.L.,Under validation,Brazil,47404,Latin America,,2021-08-26,2028-08-25,
11,4231,Shanxi Changzhi Sanyuan CMM Power Generation Project,"Changzhi Suburb Baoneng New Energy Development Co., Ltd",Energy industries (renewable/non-renewable sources); Mining/mineral production,,ACM0008,Under validation,China,252176,Asia,,2021-06-25,2031-06-24,
12,4229,RENEW SAKHI - IMPROVED COOKSTOVES - 01,ReNew Power Synergy Private Limited,Energy demand,,VMR0006,Under validation,India,2648516,Asia,,2023-03-01,2030-02-28,
13,4230,TURK CIM BIOGAS PROJECT,Multiple Proponents,"Livestock, enteric fermentation, and manure management; Waste handling and disposal",,AM0073,Under validation,Turkey,164456,Middle East,,2021-06-26,2028-06-25,
14,4223,D.Light's Improved Cooking Project In Kenya,"d.light design, Ltd",Energy demand,,VMR0006,Under validation,Kenya,799706,Africa,,2022-10-01,2029-09-30,
15,4226,D.Light's Improved Cooking Project In Uganda,"d.light design, Ltd",Energy demand,,VMR0006,Under validation,Uganda,462172,Africa,,2023-03-01,2030-02-28,
16,4219,IMPROVED COOKSTOVES IN LIBERIA,Carbonibus S.r.l.,Energy demand,,VMR0006,Under validation,Liberia,2058714,Africa,,2023-03-01,2030-02-28,
17,4220,Malatya 2 Landfill Gas Power Plant Project,Multiple Proponents,Energy industries (renewable/non-renewable sources); Waste handling and disposal,,ACM0001,Under validation,Turkey,68115,Middle East,,2021-06-27,2028-06-26,
18,4221,Seringueira II REDD+ Project,Multiple Proponents,Agriculture Forestry and Other Land Use,REDD,VM0007,Under validation,Brazil,79730,Latin America,,2020-07-17,2050-07-16,
19,4217,Distribution of Improved Cook Stoves in Sub-Saharan Africa–Zambia-CPA-005,C-Quest Capital Malaysia Global Stoves Limited,Energy demand,,VMR0006,Under validation,Zambia,298110,Africa,,2019-08-06,2029-08-05,
20,4216,"Wen County BCCY New Energy Co., Ltd Landfill Gas Direct Combustion Utilization Heating Project","Henan BCCY Environmental Energy CO.,LTD.",Energy industries (renewable/non-renewable sources); Waste handling and disposal,,AMS-I.C.; AMS-III.G.,Under validation,China,39676,Asia,,2021-09-01,2031-08-31,
21,4209,Oeste de Caucaia Landfill Project Activity,GNR FORTALEZA VALORIZAÇÃO DE BIOGÁS LTDA,Waste handling and disposal,,ACM0001,Under validation,Brazil,583545,Latin America,,2021-01-01,2027-12-31,
22,4206,Kütahya Landfill Gas to Electricity Project,Kütahya Biyokütle Enerji Üretim Sanayi ve Ticaret Anonim Şirketi,Energy industries (renewable/non-renewable sources); Waste handling and disposal,,ACM0001,Under validation,Turkey,32597,Europe,,2021-06-24,2028-06-23,
23,4205,Yılmazlar Biogas Power Plant Project,Yılmazlar Madencilik Sanayi ve Ticaret Limited Şirketi,Energy industries (renewable/non-renewable sources); Waste handling and disposal,,AMS-I.D.; AMS-III.D.,Under validation,Turkey,40257,Middle East,,2021-06-27,2028-06-26,
24,4197,SANLI BIOGAS POWER PLANT,Multiple Proponents,Waste handling and disposal,,AM0073,Under validation,Turkey,311544,Middle East,,2021-06-30,2028-06-29,
25,4198,Yongtai Danyun Duck Farm Manure Composting Project,"Yongtai Golden Egg Development Co., Ltd",Waste handling and disposal,,AMS-III.F.,Under validation,China,35490,Asia,,2021-06-07,2028-06-06,
26,4195,Anlu Aonong Swine Farm Manure Management System GHG Mitigation Project,"Hubei Aonong Animal Husbandry Development Co., Ltd","Energy industries (renewable/non-renewable sources); Livestock, enteric fermentation, and manure management; Waste handling and disposal",,ACM0010,Under validation,China,241767,Asia,,2021-09-10,2028-09-09,
27,4190,Northeast Jiangsu Improved Cropland Management Project,"Huizhi (Shanghai) Agricultural Technology Co., Ltd",Agriculture Forestry and Other Land Use,ALM,VM0042,Under validation,China,716201,Asia,,2022-01-01,2041-12-31,
28,4192,COD BIOGAS ENERGY MANURE TREATMENT PLANT,Multiple Proponents,Waste handling and disposal,,AM0073,Under validation,Turkey,172898,Middle East,,2021-06-28,2028-06-27,
29,4193,Yushu Improved Cropland Management Project,"Yushu Rongxing City Development Co., Ltd",Agriculture Forestry and Other Land Use,ALM,VM0042,Under validation,China,482152,Asia,,2021-01-01,2040-12-31,
30,4187,Floating Solar project of Greenam Energy,Greenam Energy Private Limited,Energy industries (renewable/non-renewable sources),,ACM0002,Under validation,India,36873,Asia,,2022-01-12,2029-01-11,
31,4188,Grouped Captive Solar Power Project in Bangladesh,EKI Energy Services Limited,Energy industries (renewable/non-renewable sources),,AMS-I.F.,Under validation,Bangladesh,11146,Asia,,2021-05-01,2028-04-30,
32,4176,Sawa Afforestation Project,Multiple Proponents,Agriculture Forestry and Other Land Use,ARR,AR-ACM0003,Under validation,Cameroon,3,Africa,,2023-01-01,2062-12-31,
33,4167,Huangping Aonong Swine Farm Composting Project,"Guizhou Aonong Qihuan Animal Husbandry Co., Ltd","Livestock, enteric fermentation, and manure management; Waste handling and disposal",,AMS-III.F.,Under validation,China,58326,Asia,,2021-09-01,2031-08-31,
34,4170,Northeast Anhui Improved Cropland Management Project,"Anhui Enyang Ecological Agriculture Technology Co., Ltd",Agriculture Forestry and Other Land Use,ALM,VM0042,Under validation,China,764964,Asia,,2022-01-01,2041-12-31,
35,4171,North Anhui Improved Cropland Management Project,"Anhui Enyang Ecological Agriculture Technology Co., Ltd",Agriculture Forestry and Other Land Use,ALM,VM0042,Under validation,China,885056,Asia,,2022-01-01,2041-12-31,
36,4172,Northwest Anhui Improved Cropland Management Project,"Anhui Enyang Ecological Agriculture Technology Co., Ltd",Agriculture Forestry and Other Land Use,ALM,VM0042,Under validation,China,760918,Asia,,2022-01-01,2121-12-31,
37,4168,BAITANG AONONG SWINE FARM COMPOSTING PROJECT,"Guizhou Aonong Qihuan Animal Husbandry Co., Ltd","Livestock, enteric fermentation, and manure management; Waste handling and disposal",,AMS-III.F.,Under validation,China,59776,Asia,,2021-08-01,2031-07-31,
38,4166,Distribution of Improved Cook Stoves in Sub-Saharan Africa-Malawi-CPA-004,C-Quest Capital Malaysia Global Stoves Limited,Energy demand,,VMR0006,Under validation,Malawi,98828,Africa,,2019-01-06,2029-01-05,
39,4169,Wuwei Liangzhou Municipal Solid Waste Incineration Power Generation Project,"Wuwei everbright Environmental Energy Co., Ltd.",Energy industries (renewable/non-renewable sources); Waste handling and disposal,,ACM0022,Under validation,China,30102,Asia,,2021-06-20,2031-06-19,
40,4173,Akalan Biogas Energy Power Plant,Multiple Proponents,Energy industries (renewable/non-renewable sources); Waste handling and disposal,,AM0073,Under validation,Turkey,118249,Middle East,,2021-06-30,2028-06-29,
41,4159,Installation of high efficiency wood burning cookstoves in Côte d'Ivoire,C-Quest Capital CR Stoves Pte. Ltd.,Energy demand,,VMR0006,Under validation,Cote D'Ivoire,1545621,Africa,,,,
42,4160,Installation of high efficiency wood burning cookstoves in Togo,C-Quest Capital CR Stoves Pte. Ltd.,Energy demand,,VMR0006,Under validation,Togo,1920986,Africa,,,,
43,4161,Installation of high efficiency wood burning cookstoves in Ghana,C-Quest Capital CR Stoves Pte. Ltd.,Energy demand,,VMR0006,Under validation,Ghana,1987228,Africa,,,,
44,4163,Otog Front Banner sustainable grassland management project,Otog Front Banner Cultural Tourism Group Ltd.,Agriculture Forestry and Other Land Use,ALM,VM0026,Under validation,China,263430,Asia,,2020-05-25,2060-05-24,
45,4164,Grouped Captive Solar Power Project by Kohinoor Maple Leaf Group,Multiple Proponents,Energy industries (renewable/non-renewable sources),,AMS-I.F.,Under validation,Pakistan,18484,Asia,,2021-07-12,2028-07-11,
46,4165,Seringueira REDD+ Project,Multiple Proponents,Agriculture Forestry and Other Land Use,REDD,VM0007,Under validation,Brazil,1054735,Latin America,,2020-07-17,2030-07-16,
47,4158,Installation of high efficiency wood burning cookstoves in Chad,C-Quest Capital CR Stoves Pte. Ltd.,Energy demand,,VMR0006,Under validation,Chad,2075549,Africa,,,,
48,4157,Installation of high efficiency wood burning cookstoves in Tanzania - Project 3,C-Quest Capital CR Stoves Pte. Ltd.,Energy demand,,VMR0006,Under validation,Tanzania,285339,Africa,,2021-08-05,2031-08-04,
49,4149,The High Impact Soil Carbon Program of Lithuania,UAB Heavy Finance,Agriculture Forestry and Other Land Use,ALM,VM0042,Rejected by Administrator,Lithuania,33975,Europe,,2019-08-01,2039-07-31,
50,4150,DelAgua Clean Cooking Grouped Project in Rwanda,DelAgua Health Rwanda (Voluntary) Limited.,Energy demand,,VMR0006,Under validation,Rwanda,1876572,Africa,,2021-10-11,2028-10-10,
51,4151,BioLite Africa Improved Stove Program,BioLite,Energy demand,,VMR0006,Under validation,Rwanda,1000000,Africa,,2022-06-01,2029-05-31,
52,4148,Strengthening rural livelihood through carbon finance: Agroforestry practices in Lucknow Forest Circle of Uttar Pradesh,"Department of Environment, Forest and Climate Change, Government of Uttar Pradesh",Agriculture Forestry and Other Land Use,ARR,AR-AMS0007,Under validation,India,161781,Asia,,2020-03-28,2050-03-27,
53,4136,Wetlands Along the Yangtze River and Dongting Lake Restoration Project in Junshan,Multiple Proponents,Agriculture Forestry and Other Land Use,WRC,VM0036,Under validation,China,9774,Asia,,2020-03-09,2070-03-08,
54,4139,Grouped Hydro Power Project by EKI Energy Services Limited,Multiple Proponents,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Under validation,Nepal,22723,Asia,,2021-08-01,2028-07-31,
55,4138,BRUSQUE LANDFILL GAS PROJECT,RECICLE CATARINENSE DE RESÍDUOS LTDA.,Energy industries (renewable/non-renewable sources); Waste handling and disposal,,ACM0001,Under validation,Brazil,154105,Latin America,,2022-07-11,2029-07-10,
56,4141,Itamarati Grouped REDD Project,Future Carbon Holding S.A.,Agriculture Forestry and Other Land Use,REDD,VM0015,Under validation,Brazil,42151,Latin America,,2022-04-25,2052-04-24,
57,4143,Urupianga Grouped REDD Project,Future Carbon Holding S.A.,Agriculture Forestry and Other Land Use,REDD,VM0015,Under validation,Brazil,76993,Latin America,,2021-02-01,2051-01-31,
58,4142,Serenity Valley REDD Project,Future Carbon Holding S.A.,Agriculture Forestry and Other Land Use,REDD,VM0015,Under validation,Brazil,251636,Latin America,,2020-05-25,2050-05-24,
59,4132,Mindoro Forest and Biodiversity Conservation Program,Ayala Corporation,Agriculture Forestry and Other Land Use,REDD,VM0009,Rejected by Administrator,Philippines,69404,Asia,,2019-12-19,2049-12-18,
60,4131,Future Carbon Methane Capture Grouped Project,Future Carbon Holding S.A.,Energy industries (renewable/non-renewable sources); Waste handling and disposal,,AMS-I.D.; AMS-III.D.,Under validation,Brazil,13298,Latin America,,2023-03-01,2030-02-28,
61,4127,Household Appliance Distribution in Lao PDR-CPA-003,C-Quest Capital Stoves Asia Limited,Energy demand,,VMR0006,Under validation,Lao,201394,Asia,,2018-01-11,2028-01-10,
62,4118,Ground-Truth Australian Orchards,Carbon Friendly Pty Ltd,Agriculture Forestry and Other Land Use,ALM,VM0042,Under validation,Australia,900698,Oceania,,2020-02-01,2040-01-31,
63,4120,Qinghai Haixi Ulan Afforestation Project,National Forestry and Grassland Administration Northwest Investigation and Planning Institute,Agriculture Forestry and Other Land Use,ARR,AR-ACM0003,Under validation,China,23636,Asia,,2020-05-18,2060-05-17,
64,4121,Qinghai Ulan and Delingha Improved Grassland Management Project,National Forestry and Grassland Administration Northwest Investigation and Planning Institute,Agriculture Forestry and Other Land Use,ALM,VM0026,Under validation,China,150309,Asia,,2020-05-09,2060-05-08,
65,4124,BUYUKSISMANLAR BIOGAS ENERGY PLANT,Multiple Proponents,Energy industries (renewable/non-renewable sources); Waste handling and disposal,,AMS-I.D.; AMS-III.D.,Under validation,Turkey,42289,Middle East,,2021-09-18,2028-09-17,
66,4126,Community Restoration of Native Ecosystems in Ghana,Multiple Proponents,Agriculture Forestry and Other Land Use,ARR,AR-ACM0003,Under validation,Ghana,107,Africa,,2023-04-01,2063-03-31,
67,4122,Siziwang Banner Improved Grassland Management Project,Multiple Proponents,Agriculture Forestry and Other Land Use,ALM,VM0026,Under validation,China,1352291,Asia,,2020-05-01,2060-04-30,
68,4125,AS KOC KIRSEHIR BIOGAS POWER PLANT,Multiple Proponents,Waste handling and disposal,,AM0073,Under validation,Turkey,390068,Middle East,,2021-06-17,2028-06-16,
69,4111,Northwest Shandong Improved Cropland Management Project,"Shandong Yiji Ecological Agriculture Technology Co., Ltd.",Agriculture Forestry and Other Land Use,ALM,VM0042,Under validation,China,1084991,Asia,,2022-01-01,2041-12-31,
70,4112,Western Shandong Improved Cropland Management Project,"Shandong Yiji Ecological Agriculture Technology Co., Ltd.",Agriculture Forestry and Other Land Use,ALM,VM0042,Under validation,China,1496349,Asia,,2022-01-01,2041-12-31,
71,4113,Southwest Shandong Improved Cropland Management Project,"Shandong Yiji Ecological Agriculture Technology Co., Ltd.",Agriculture Forestry and Other Land Use,ALM,VM0042,Under validation,China,1465734,Asia,,2022-01-01,2041-12-31,
72,4116,Heilongjiang Hulin Improved Agricultural Land Management Project,"Heilongjiang Tanlv Ecological Resources Development Co., Ltd.",Agriculture Forestry and Other Land Use,ALM,VM0042,Under validation,China,277382,Asia,,2020-11-01,2060-10-31,
73,4110,Henan Luoning IFM (conversion of logged to protected forest) Project,"Zhejiang Zhongzheng Forestry Development Co.,Ltd",Agriculture Forestry and Other Land Use,IFM,VM0010,Under validation,China,137285,Asia,,2020-04-01,2050-03-31,
74,4109,Electrical Hydrant Dispensers at İstanbul Airport,TFS Akaryakıt Hizmetleri A.Ş.,Transport,,AMS-III.C.,Under validation,Turkey,320,Middle East,,2021-01-01,2027-12-31,
75,4103,Water Purification System for Safe Drinking Water (SDW) in Indonesia,Synopex Inc.,Energy demand,,AMS-III.AV.,Under validation,Indonesia,21474,Asia,,2021-06-10,2028-06-09,
76,4104,Adjusted Water Management in Rice Cultivation in Potou District,"Xuwen Xinpenggang Building Materials Co., Ltd.",Agriculture Forestry and Other Land Use,ALM,AMS-III.AU,Under validation,China,59874,Asia,,2020-02-20,2030-02-19,
77,4107,Gansu Longnan Afforestation Project,Longnan State Capital Investment Management Company Limited,Agriculture Forestry and Other Land Use,ARR,AR-ACM0003,Under validation,China,110868,Asia,,2020-05-20,2080-05-19,
78,4106,Bekmezci Biogas Energy Power Plant,Multiple Proponents,Energy industries (renewable/non-renewable sources); Waste handling and disposal,,AM0073,Under validation,Turkey,88251,Middle East,,2021-06-30,2031-06-29,
79,4098,Adjusted Water Management in Rice Cultivation in the East of Wuchuan,"Xuwen Xinpenggang Building Materials Co., Ltd.",Agriculture Forestry and Other Land Use,ALM,AMS-III.AU,Under validation,China,59832,Asia,,2020-02-16,2030-02-15,
80,4100,Adjusted Water Management in Rice Cultivation in the Northwest of Leizhou,"Xuwen Xinpenggang Building Materials Co., Ltd.",Agriculture Forestry and Other Land Use,ALM,AMS-III.AU,Under validation,China,59929,Asia,,2020-02-14,2030-02-13,
81,4101,Adjusted Water Management in Rice Cultivation in the Southeast of Lianjiang,"Xuwen Xinpenggang Building Materials Co., Ltd.",Agriculture Forestry and Other Land Use,ALM,AMS-III.AU,Under validation,China,59842,Asia,,2020-02-25,2030-02-24,
82,4102,Damao Banner Sustainable Grassland Management Project,"Damao Banner Eco-Construction Investment Co., Ltd.",Agriculture Forestry and Other Land Use,ALM,VM0026,Under validation,China,329213,Asia,,2020-06-24,2060-06-23,
83,4097,Zhejiang Shengtang Recycling Materials from E-waste Project,"Zhejiang Shengtang Environmental Protection Technology Co., Ltd.",Waste handling and disposal,,AMS-III.BA,Under validation,China,54730,Asia,,2021-06-02,2031-06-01,
84,4094,Altamira Grouped REDD+ Project,Future Carbon Holding S.A.,Agriculture Forestry and Other Land Use,REDD,VM0015,Under validation,Brazil,105789,Latin America,,2020-06-08,2050-06-07,
85,4095,Rio Manito Grouped REDD Project,Future Carbon Holding S.A.,Agriculture Forestry and Other Land Use,REDD,VM0015,Under validation,Brazil,102785,Latin America,,2022-12-01,2052-11-30,
86,4084,Arataú River REDD Project,Future Carbon Holding S.A.,Agriculture Forestry and Other Land Use,REDD,VM0015,Under validation,Brazil,217988,Latin America,,2022-06-23,2052-06-22,
87,4086,Suihuang Adjusted Water Management in Rice Cultivation,"Xuwen Xinpenggang Building Materials Co., Ltd.",Agriculture Forestry and Other Land Use,ALM,AMS-III.AU,Under validation,China,59906,Asia,,2020-03-02,2030-03-01,
88,4088,Adjusted Water Management in Rice Cultivation in the East of Leizhou,"Xuwen Xinpenggang Building Materials Co., Ltd.",Agriculture Forestry and Other Land Use,ALM,AMS-III.AU,Under validation,China,59943,Asia,,2020-02-28,2030-02-27,
89,4089,Rio Branco Grouped REDD Project,Future Carbon Holding S.A.,Agriculture Forestry and Other Land Use,REDD,VM0007; VM0015,Under validation,Brazil,17021,Latin America,,2020-10-13,2050-10-12,
90,4090,Goldbeck Forest Carbon Project,Aurum Sustainable Forest Inc.,Agriculture Forestry and Other Land Use,IFM,VM0003,Under validation,United States,309030,North America,,2022-01-01,2051-12-31,
91,4082,Canindé Grouped REDD+ Project,Future Carbon Holding S.A.,Agriculture Forestry and Other Land Use,REDD,VM0007; VM0015,Under validation,Brazil,56149,Latin America,,2022-10-10,2052-10-09,
92,4079,Lamaja Forest Carbon Project,Lamaja Forestry Holding Ltd,Agriculture Forestry and Other Land Use,IFM,VM0034,Under validation,Canada,17243,North America,,2021-08-21,2051-08-20,
93,4072,Fazenda Boa Vista afforestation project,CARBON CREDITS CONSULTING S.R.L.,Agriculture Forestry and Other Land Use,ARR,AR-ACM0003,Under validation,Brazil,21424,Latin America,,2020-01-23,2040-01-22,
94,4073,Inner Mongolia Genhe Improved Forest Management Project,Genhe Forest Industry Co. LTD,Agriculture Forestry and Other Land Use,IFM,VM0010,Under validation,China,296527,Asia,,2020-01-15,2050-01-14,
95,4074,Citizen:Forest Carbon Project,Citizen:Forest:Invest Inc,Agriculture Forestry and Other Land Use,IFM,VM0034,Under validation,Canada,18069,North America,,2020-12-18,2050-12-17,
96,4076,Miramichi Timber Forest Carbon Project,Miramichi Timberlands Ltd,Agriculture Forestry and Other Land Use,IFM,VM0034,Under validation,Canada,21268,North America,,2021-07-27,2051-07-26,
97,4077,Deeg Forest Carbon Project,Deeg Timberland LTD,Agriculture Forestry and Other Land Use,IFM,VM0034,Under validation,Canada,9418,North America,,2021-04-13,2051-04-12,
98,4078,Acadian Forest Carbon Project,Multiple Proponents,Agriculture Forestry and Other Land Use,IFM,VM0034,Under validation,Canada,23820,North America,,2021-04-01,2051-03-31,
99,4075,KSM Forest Carbon Project,"Kluthe Sustainability Management, Ltd",Agriculture Forestry and Other Land Use,IFM,VM0034,Rejected by Administrator,Canada,39937,North America,,2019-11-28,2049-11-27,
100,4070,Guangdong Xinsheng E-waste recovery and recycling project,"Guangdong Xinsheng Environmental Protection Technology Co., Ltd.",Waste handling and disposal,,AMS-III.BA,Under validation,China,59455,Asia,,2021-09-01,2028-08-31,
101,4068,Amazon Bluecarbon Grouped REDD Project,Future Carbon Holding S.A.,Agriculture Forestry and Other Land Use,REDD,VM0015,Under validation,Brazil,3364,Latin America,,2022-09-08,2052-09-07,
102,4069,Mamuriá Grouped REDD Project,Future Carbon Holding S.A.,Agriculture Forestry and Other Land Use,REDD,VM0007; VM0015,Under validation,Brazil,297630,Latin America,,2020-10-07,2050-10-06,
103,4065,Heilongjiang Nehe Improved Agricultural Land Management Project,"Nehe Agriculture and Animal Husbandry Technology Development Co., Ltd.",Agriculture Forestry and Other Land Use,ALM,VM0042,Under validation,China,514863,Asia,,2020-10-03,2040-10-02,
104,4063,VCS PROJECT FOR FARMERS ADOPTING ALTERNATE WETTING AND DRYING (AWD) METHOD FOR RICE CULTIVATION IN MADHYA  PRADESH,Varaha ClimateAg Private Limited,Agriculture Forestry and Other Land Use,ALM,AMS-III.AU,Under validation,India,53369,Asia,,2020-05-01,2027-04-30,
105,4057,Guangzhou Xingfeng landfill gas to LNG Project,"Timing Carbon Asset Management Co., Ltd.",Energy industries (renewable/non-renewable sources); Waste handling and disposal,,ACM0001,Under validation,China,392583,Asia,,2021-08-04,2031-08-03,
106,4058,Improved Cookstove Distribution in Malawi by EKI Phase 01,EKI Energy Services Limited,Energy demand,,ACM0006,Under validation,Malawi,287195,Africa,,2023-01-15,2030-01-14,
107,4060,Improved Cookstove Distribution in Kenya by EKI Phase 0 2,EKI Energy Services Limited,Energy demand,,VM0006,Under validation,Kenya,4862,Africa,,2023-02-01,2030-01-31,
108,4059,Improved Cookstove Distribution in Kenya by EKI Phase 01,EKI Energy Services Limited,Energy demand,,VMR0006,Under validation,Kenya,291744,Africa,,2023-01-15,2030-01-14,
109,4061,THE LANDS OF WHEAT,GAIA s.r.l. Società Agricola,Agriculture Forestry and Other Land Use,ALM,VM0042,Under validation,Italy,451866,Europe,,2020-08-01,2060-07-31,
110,4053,D.Light's Improved Cooking Project In Africa,"d.light design, Ltd",Energy demand,,VMR0006,Under validation,Kenya,1115331,Africa,,2022-10-01,2029-09-30,
111,4051,Adjusted Water Management in Rice Cultivation in Xuwen County,"Xuwen Xinpenggang Building Materials Co., Ltd.",Agriculture Forestry and Other Land Use,ALM,AMS-III.AU,Under validation,China,59856,Asia,,2020-03-05,2030-03-04,
112,4049,"Shangqiu Weijie Agricultural Development Co., Ltd Manure Management System GHG Mitigation Project","Sino-Carbon Carbon Sink Science and Technology Development(Shangqiu) Co., LTD","Livestock, enteric fermentation, and manure management",,ACM0010,Under validation,China,30027,Asia,,2021-01-01,2027-12-31,
113,4050,Jiangxi Zhenghe Livestock Manure Treatment Project,"Jiangxi Zhenghe Ecological Agriculture Co., Ltd.",Energy industries (renewable/non-renewable sources); Waste handling and disposal,,AM0073,Under validation,China,640129,Asia,,2021-09-16,2028-09-15,
114,4036,"26MWp Solar Photovoltaic Power Plant in Bavet City, Cambodia","Green Sustainable Ventures (Cambodia) Co., Ltd.",Energy industries (renewable/non-renewable sources),,ACM0002,Under validation,Cambodia,26473,Asia,,2022-01-27,2029-01-26,
115,4042,Cauaxi REDD+ Grouped Project,BRCARBON SERVIÇOS AMBIENTAIS LTDA,Agriculture Forestry and Other Land Use,REDD,VM0015,Under validation,Brazil,529289,Latin America,,2022-05-02,2122-05-01,
116,4035,EVI BAMBOO AFFORESTATION PROJECT IN INDIA,Emergent Ventures India Private Limited,Agriculture Forestry and Other Land Use,ARR,AR-AMS0007,Rejected by Administrator,India,26292,Asia,,2019-07-01,2119-06-30,
117,4034,Agropalma REDD+ Project,Multiple Proponents,Agriculture Forestry and Other Land Use,REDD,VM0015,Under validation,Brazil,671744,Latin America,,2021-08-04,2051-08-03,
118,4031,Agroforestry Plantation of ITC Limited In Selected Regions of North India,ITC Limited,Agriculture Forestry and Other Land Use,ARR,AR-AMS0007,Under validation,India,281305,Asia,,2019-12-28,2049-12-27,
119,4030,220MW DC MINBU SOLAR POWER PROJECT,"GEP (Myanmar) Co., Ltd. (Head Office)",Energy industries (renewable/non-renewable sources),,ACM0002,Under validation,Myanmar,48722,Asia,,2019-09-27,2029-09-26,
120,4029,CSG EV Charger Premier Aggregation,CSG EV LLC,Energy industries (renewable/non-renewable sources); Transport,,VM0038,Under validation,United States,4790,North America,,2023-02-01,2033-01-31,
121,4021,Sustainable Agriculture Project by Arvind in India,Multiple Proponents,Agriculture Forestry and Other Land Use,ALM,VM0042,Under validation,India,52520,Asia,,2018-03-01,2025-02-28,
122,4022,AgreenaCarbon Project,Agreena ApS,Agriculture Forestry and Other Land Use,ALM,VM0042,Under validation,Denmark,750000,Europe,,2020-09-01,2030-08-31,
123,4016,Amazon Biome Conservancy Grouped REDD+ Project,Systemica (MYS E JLFL TREINAMENTO GERENCIAL LTDA),Agriculture Forestry and Other Land Use,REDD,VM0007,Under validation,Brazil,97926,Latin America,,2022-11-19,2052-11-18,
124,4014,Sinop Landfill Gas to Electricity Project,Biokütle Enerji Elektrik Üretim Anonim Şirketi,Energy industries (renewable/non-renewable sources); Waste handling and disposal,,AMS-I.D.; AMS-III.G.,Under validation,Turkey,30789,Middle East,,2021-06-29,2028-06-28,
125,4015,Sanergy Composting Group Project,"Circular Impact, Inc.",Waste handling and disposal,,ACM0022,Under validation,Kenya,33656,Africa,,2022-06-01,2029-05-31,
126,4011,Qinghai Taiheyuan Swine Farm Manure Management System GHG Mitigation Project,"Qinghai Taiheyuan Agriculture Technology Co., Ltd","Energy industries (renewable/non-renewable sources); Livestock, enteric fermentation, and manure management; Waste handling and disposal",,ACM0010,Under validation,China,93501,Asia,,2021-10-08,2028-10-07,
127,4008,Terraligna Afforestation Over Degraded Grasslands,Fideicomiso Financiero Forestal Terraligna,Agriculture Forestry and Other Land Use,ARR,AR-ACM0003,Under validation,Uruguay,11130,Latin America,,2019-12-21,2119-12-20,
128,4005,Macaúba as a Productive Second Floor,INOCAS,Agriculture Forestry and Other Land Use,ARR,AR-AMS0007,Rejected by Administrator,Brazil,2000,Latin America,,2019-10-26,2039-10-25,
129,4004,The Native Ecosystem Restoration in Nicaragua Project,Multiple Proponents,Agriculture Forestry and Other Land Use,ARR,AR-ACM0003,Under validation,Nicaragua,164,Latin America,,2022-01-06,2062-01-05,
130,4003,Bundled Solar Power Project by AMP Energy - 01,Multiple Proponents,Energy industries (renewable/non-renewable sources),,AMS-I.F.,Registration and verification approval requested,India,13207,Asia,,2021-03-05,2028-03-04,
131,3997,Avcıkoru Landfill Gas to Electricity Project,KORFEZ ENERJI SAN. VE TIC. A.S.,Energy industries (renewable/non-renewable sources); Waste handling and disposal,,ACM0001,Under validation,Turkey,1099925,,,2021-06-18,2028-06-17,
